Variant,CAP Code,Make,Model,Variant Full Description,Model Year,Doors,Fuel,Body,Seats,Gearbox,Gears,BHP,Eng CC,CO2,Com-bined MPG,Vehicle List Price,Vehicle List Price Including Metallic Paint,Vehicle Total Disc, Vehicle OTR Price,VRB,P11D Price,POL,Mileage,Finance Rental,Service Rental,Net Rental,Dis-allowed VAT,Total inc Disallow VAT,Excess Rate,POL,Mileage,Finance Rental,Service Rental,Net Rental,Dis-allowed VAT,Total inc Disallow VAT,Excess Rate,Electric Range,Battery Capacity,RDE2
96060,AUQ3155TC5EPTM  2,Audi,Q3,Audi Q3 Estate 35 Tfsi Technik 5Dr [comfort+sound Pack],2020,5,Petrol,Estate,5,Manual,6,150,1498,146,42.8,26562.5,26562.5,0,32786,0,32535,24,10000,572.37,0,572.36,57.24,629.6,7.55,36,15000,468.89,0,468.89,46.89,515.78,7.55,0,0, 
96061,AUQ3155TC5EPTA  2,Audi,Q3,Audi Q3 Estate 35 Tfsi Technik 5Dr S Tronic [comfort+sound Pack],2020,5,Petrol,Estate,5,Semi-auto,7,150,1498,146,41.5,27879.17,27879.17,0,34366,0,34115,24,10000,592.08,0,592.08,59.21,651.29,7.55,36,15000,486.03,0,486.04,48.6,534.64,7.55,0,0, 
96062,AUQ3205TC5EDTA  2,Audi,Q3,Audi Q3 Diesel Estate 35 TDI Technik 5Dr S Tronic [comfort+sound Pack],2020,5,Diesel,Estate,5,Semi-auto,7,150,1968,141,50.4,29212.5,29212.5,0,35966,0,35715,24,10000,623.9,0,623.9,62.39,686.29,7.55,36,15000,509.81,0,509.82,50.98,560.8,7.55,0,0,RDE 2
96065,VWAR20R325EPTA4,Volkswagen,Arteon,Volkswagen Arteon Shooting Brake 2.0 TSI R 5Dr 4MOTION DSG,2021,5,Petrol,Estate,5,Semi-auto,7,320,1984,211,33.2,44979.17,44979.17,5847.29,48959.25,0,54610.01,24,10000,938.29,0,938.28,93.83,1032.11,7.55,36,15000,768.51,0,768.51,76.85,845.36,7.55,0,0, 
96069,HYKN10SEC5HPTM  1,Hyundai,Kona,Hyundai Kona Hatchback 1.0 Tgdi 48V Mhev SE Connect 5Dr,2021,5,Petrol,Hatchback,5,Manual,6,120,998,135,47.1,17305,17305,2076.6,17679.46,1211.35,21350,24,10000,247.63,0,247.64,24.76,272.4,7.55,36,15000,222.49,0,222.49,22.25,244.74,7.55,0,0, 
96070,HYKN10PRM5HPTM  1,Hyundai,Kona,Hyundai Kona Hatchback 1.0 Tgdi 48V Mhev Premium 5Dr,2021,5,Petrol,Hatchback,5,Manual,6,120,998,137,47.1,19471.67,19471.67,2336.6,19785.45,1363.02,23950.01,24,10000,294.93,0,294.92,29.49,324.41,7.55,36,15000,258.33,0,258.33,25.83,284.16,7.55,0,0, 
96071,HYKN10ULT5HPTM  1,Hyundai,Kona,Hyundai Kona Hatchback 1.0 Tgdi 48V Mhev Ultimate 5Dr,2021,5,Petrol,Hatchback,5,Manual,6,120,998,138,46.3,21388.33,21388.33,2566.59,21648.46,1497.18,26250,24,10000,332.63,0,332.63,33.26,365.89,7.55,36,15000,288.09,0,288.08,28.81,316.89,7.55,0,0, 
96073,AUA314SC 5HXTA  5,Audi,A3,Audi A3 Sportback 45 Tfsi e S Line Competition 5Dr S Tronic,2021,5,Petrol/Electric Hybrid,Hatchback,5,Semi-auto,6,245,1395,30,235.4,31812.5,31812.5,0,38866,0,38835,24,10000,599.53,0,599.53,59.95,659.48,7.55,36,15000,506.18,0,506.18,50.62,556.8,7.55,37,13, 
96074,AUA314SLO5HXTA  5,Audi,A3,Audi A3 Sportback 45 Tfsi e S Line Competition 5Dr S Tronic [c+s],2021,5,Petrol/Electric Hybrid,Hatchback,5,Semi-auto,6,245,1395,30,235.4,32808.33,32808.33,0,40061,0,40030,24,10000,630.9,0,630.9,63.09,693.99,7.55,36,15000,539.35,0,539.36,53.94,593.3,7.55,37.3,13, 
96083,TOHL25EXL5EHIA4,Toyota,Highlander,Toyota Highlander Estate 2.5 Vvt-i Hybrid Excel 5Dr CVT,2021,5,Petrol/Electric Hybrid,Estate,7,Auto,1,244,2487,160,39.8,41928.33,41928.33,6289.24,44092.9,0,51040,24,10000,649.21,0,649.21,64.92,714.13,7.55,36,15000,541.54,0,541.55,54.15,595.7,7.55,0,1.9, 
96084,TOHL25EPC5EHIA4,Toyota,Highlander,Toyota Highlander Estate 2.5 Vvt-i Hybrid Excel Premium 5Dr CVT,2021,5,Petrol/Electric Hybrid,Estate,7,Auto,1,244,2487,159,39.8,43578.33,43578.33,6536.74,45775.9,0,53020,24,10000,667.35,0,667.36,66.74,734.1,7.55,36,15000,557.16,0,557.17,55.72,612.89,7.55,0,1.9, 
96095,AUQ530SQ55EDTA4 3,Audi,Q5,Audi Q5 Diesel Estate SQ5 TDI Quattro 5Dr Tiptronic,2020,5,Diesel,Estate,5,Semi-auto,8,341,2967,215,33.6,47383.33,47383.33,4264.49,53768.6,0,57520,24,10000,799.52,0,799.52,79.95,879.47,7.55,36,15000,652.5,0,652.5,65.25,717.75,7.55,0,0,RDE 2
96096,AUQ530SQC5EDTA4 3,Audi,Q5,Audi Q5 Diesel Estate SQ5 TDI Quattro 5Dr Tiptronic [c+s Pack],2020,5,Diesel,Estate,5,Semi-auto,8,341,2967,216,33.6,48545.83,48545.83,4369.12,55038.04,0,58915,24,10000,823.91,0,823.9,82.39,906.29,7.55,36,15000,671.27,0,671.27,67.13,738.4,7.55,0,0,RDE 2
96097,AUQ530S5V5EDTA4 3,Audi,Q5,Audi Q5 Diesel Estate SQ5 TDI Quattro Vorsprung 5Dr Tiptronic,2020,5,Diesel,Estate,5,Semi-auto,8,341,2967,220,33.2,60008.33,60008.33,5400.74,67555.1,0,72670,24,10000,1125.2,0,1125.19,112.52,1237.71,7.55,36,15000,891.44,0,891.44,89.14,980.58,7.55,0,0,RDE 2
96098,HYTU16SEC5EPTM  4,Hyundai,Tucson,Hyundai Tucson Estate 1.6 Tgdi SE Connect 5Dr 2WD,2021,5,Petrol,Estate,5,Manual,6,150,1598,151,42.2,23263.33,23263.33,2791.59,23805.96,1628.43,28500,24,10000,329,0,329.01,32.9,361.91,7.55,36,15000,297.33,0,297.33,29.73,327.06,7.55,0,0, 
96099,HYTU16PRM5EPTM  4,Hyundai,Tucson,Hyundai Tucson Estate 1.6 Tgdi Premium 5Dr 2WD,2021,5,Petrol,Estate,5,Manual,6,150,1598,154,41.5,24680,24680,2961.6,25182.96,1727.6,30200,24,10000,349.36,0,349.36,34.94,384.3,7.55,36,15000,315.28,0,315.27,31.53,346.8,7.55,0,0, 
96100,HYTU16ULT5EPTM  4,Hyundai,Tucson,Hyundai Tucson Estate 1.6 Tgdi Ultimate 5Dr 2WD,2021,5,Petrol,Estate,5,Manual,6,150,1598,156,41.5,26930,26930,3231.6,27369.96,1885.1,32900,24,10000,385.53,0,385.53,38.55,424.08,7.55,36,15000,344.63,0,344.63,34.46,379.09,7.55,0,0, 
96102,HYTU16CSE5EPTA  4,Hyundai,Tucson,Hyundai Tucson Estate 1.6 Tgdi 48V MHD SE Connect 5Dr 2WD DCT,2021,5,Petrol,Estate,5,Semi-auto,7,150,1598,144,44.1,25075.83,25075.83,3009.09,25232.71,1755.31,30675,24,10000,353.99,0,353.99,35.4,389.39,7.55,36,15000,317.14,0,317.14,31.71,348.85,7.55,0,0, 
96104,HYTU16PEM5EPTA  4,Hyundai,Tucson,Hyundai Tucson Estate 1.6 Tgdi 48V MHD Premium 5Dr 2WD DCT,2021,5,Petrol,Estate,5,Semi-auto,7,150,1598,146,43.5,26742.5,26742.5,3209.1,26852.71,1871.98,32675,24,10000,383.01,0,383.01,38.3,421.31,7.55,36,15000,341.14,0,341.14,34.11,375.25,7.55,0,0, 
96106,HYTU16UMT5EPTA  4,Hyundai,Tucson,Hyundai Tucson Estate 1.6 Tgdi 48V MHD Ultimate 5Dr 2WD DCT,2021,5,Petrol,Estate,5,Semi-auto,7,150,1598,149,43.5,29117.5,29117.5,3494.1,29161.21,2038.23,35525,24,10000,422.65,0,422.65,42.27,464.92,7.55,36,15000,373.83,0,373.83,37.38,411.21,7.55,0,0, 
96107,HYTU16UMT5EPTA4 4,Hyundai,Tucson,Hyundai Tucson Estate 1.6 Tgdi 48V MHD 180 Ultimate 5Dr 4WD DCT,2021,5,Petrol,Estate,5,Semi-auto,7,180,1598,162,39.8,30675.83,30675.83,3681.09,31010.91,2147.31,37395,24,10000,455.31,0,455.3,45.53,500.83,7.55,36,15000,400.28,0,400.28,40.03,440.31,7.55,0,0, 
96108,HYTU16SEC5EHTA  4,Hyundai,Tucson,Hyundai Tucson Estate 1.6 Tgdi Hybrid 230 SE Connect 5Dr 2WD Auto,2021,5,Petrol/Electric Hybrid,Estate,5,Semi-auto,6,230,1598,127,50.4,26709.17,26709.17,3205.1,27731.83,1068.37,32635.01,24,10000,365.57,0,365.56,36.56,402.12,7.55,36,15000,334.16,0,334.16,33.42,367.58,7.55,0,1.5, 
96109,HYTU16PRM5EHTA  4,Hyundai,Tucson,Hyundai Tucson Estate 1.6 Tgdi Hybrid 230 Premium 5Dr 2WD Auto,2021,5,Petrol/Electric Hybrid,Estate,5,Semi-auto,6,230,1598,130,49.6,28542.5,28542.5,3425.1,29579.84,1141.7,34835,24,10000,401.6,0,401.6,40.16,441.76,7.55,36,15000,362.95,0,362.95,36.3,399.25,7.55,0,1.5, 
96110,HYTU16ULT5EHTA  4,Hyundai,Tucson,Hyundai Tucson Estate 1.6 Tgdi Hybrid 230 Ultimate 5Dr 2WD Auto,2021,5,Petrol/Electric Hybrid,Estate,5,Semi-auto,6,230,1598,131,49.6,30792.5,30792.5,3695.1,31887.84,1231.7,37535,24,10000,454.07,0,454.06,45.41,499.47,7.55,36,15000,406.72,0,406.72,40.67,447.39,7.55,0,1.5, 
96117,AUQS20SP 5EPTA4,Audi,Q5,Audi Q5 Sportback 45 Tfsi Quattro Sport 5Dr S Tronic,2020,5,Petrol,Estate,5,Semi-auto,7,265,1984,192,32.1,39050,39050,3514.5,44668.6,0,47520,24,10000,737.65,0,737.65,73.77,811.42,7.55,36,15000,594.52,0,594.51,59.45,653.96,7.55,0,0, 
96118,AUQS20SL 5EPTA4,Audi,Q5,Audi Q5 Sportback 45 Tfsi Quattro S Line 5Dr S Tronic,2020,5,Petrol,Estate,5,Semi-auto,7,265,1984,197,31.4,41175,41175,3705.75,46989.1,0,50070,24,10000,767.23,0,767.22,76.72,843.94,7.55,36,15000,619.57,0,619.58,61.96,681.54,7.55,0,0, 
96119,AUQS20VOR5EPTA4,Audi,Q5,Audi Q5 Sportback 45 Tfsi Quattro Vorsprung 5Dr S Tronic,2020,5,Petrol,Estate,5,Semi-auto,7,265,1984,205,31,53800,53800,4842,60775.6,0,65220,24,10000,1171.66,0,1171.65,117.17,1288.82,7.55,36,15000,908.28,0,908.28,90.83,999.11,7.55,0,0, 
96120,AUQS20SP 5EDTA4,Audi,Q5,Audi Q5 Diesel Sportback 40 TDI Quattro Sport 5Dr S Tronic,2020,5,Diesel,Estate,5,Semi-auto,7,204,1968,165,42.8,38854.17,38854.17,3496.87,43674.75,0,47285,24,10000,703.84,0,703.83,70.38,774.21,7.55,36,15000,567.41,0,567.4,56.74,624.14,7.55,0,0,RDE 2
96121,AUQS20SL 5EDTA4,Audi,Q5,Audi Q5 Diesel Sportback 40 TDI Quattro S Line 5Dr S Tronic,2020,5,Diesel,Estate,5,Semi-auto,7,204,1968,170,41.5,40979.17,40979.17,3688.12,45995.25,0,49835,24,10000,736.89,0,736.89,73.69,810.58,7.55,36,15000,593.94,0,593.95,59.39,653.34,7.55,0,0,RDE 2
96122,AUQS20VOR5EDTA4,Audi,Q5,Audi Q5 Diesel Sportback 40 TDI Quattro Vorsprung 5Dr S Tronic,2020,5,Diesel,Estate,5,Semi-auto,7,204,1968,177,41.5,53604.17,53604.17,4824.37,60121.75,0,64985,24,10000,1160.27,0,1160.27,116.03,1276.3,7.55,36,15000,894.89,0,894.89,89.49,984.38,7.55,0,0,RDE 2
96123,AUQS30SQ55EDTA4,Audi,Q5,Audi Q5 Diesel Sportback SQ5 TDI Quattro 5Dr Tiptronic,2020,5,Diesel,Estate,5,Semi-auto,8,341,2967,215,33.6,49425,49425,4448.25,55998.1,0,59970,24,10000,825.83,0,825.83,82.58,908.41,7.55,36,15000,675.61,0,675.61,67.56,743.17,7.55,0,0,RDE 2
96124,AUQS30S5V5EDTA4,Audi,Q5,Audi Q5 Diesel Sportback SQ5 TDI Quattro Vorsprung 5Dr Tiptronic,2020,5,Diesel,Estate,5,Semi-auto,8,341,2967,221,33.2,62050,62050,5584.5,69784.6,0,75120,24,10000,1235.52,0,1235.51,123.55,1359.06,7.55,36,15000,966.92,0,966.93,96.69,1063.62,7.55,0,0,RDE 2
96125,AUQS20ED15EPTA4,Audi,Q5,Audi Q5 Sportback Special Editions 45 Tfsi Quattro Edition 1 5Dr S Tronic,2020,5,Petrol,Estate,5,Semi-auto,7,265,1984,200,31.4,44925,44925,4043.25,51084.1,0,54570,24,10000,869.84,0,869.84,86.98,956.82,7.55,36,15000,694.17,0,694.17,69.42,763.59,7.55,0,0, 
96126,AUQS20ED15EDTA4,Audi,Q5,Audi Q5 Sportback Special Editions 40 TDI Quattro Edition 1 5Dr S Tronic,2020,5,Diesel,Estate,5,Semi-auto,7,204,1968,173,41.5,44729.17,44729.17,4025.62,50430.25,0,54335,24,10000,854.97,0,854.96,85.5,940.46,7.55,36,15000,679.32,0,679.32,67.93,747.25,7.55,0,0,RDE 2
96135,PE20151AP5EDTM  2,Peugeot,2008,Peugeot 2008 Diesel Estate 1.5 Bluehdi 110 Active Premium 5Dr,2020,5,Diesel,Estate,5,Manual,6,110,1499,116,65.7,19450,19450,632.12,22166.05,1167,24090,24,10000,355.13,0,355.14,35.51,390.65,7.55,36,15000,303.67,0,303.68,30.37,334.05,7.55,0,0,RDE 2
96137,PE2015AP05EDTM  2,Peugeot,2008,Peugeot 2008 Diesel Estate 1.5 Bluehdi 110 Allure Premium 5Dr,2020,5,Diesel,Estate,5,Manual,6,110,1499,117,65.7,20783.33,20783.33,675.45,22620.45,2078.33,25690,24,10000,326.59,0,326.59,32.66,359.25,7.55,36,15000,289.04,0,289.04,28.9,317.94,7.55,0,0,RDE 2
96138,PE2012GT 5EPTM  2,Peugeot,2008,Peugeot 2008 Estate 1.2 Puretech 130 GT 5Dr,2020,5,Petrol,Estate,5,Manual,6,131,1199,125,52.6,22408.33,22408.33,728.27,23639.81,2801.04,27640,24,10000,307.44,0,307.43,30.74,338.17,7.55,36,15000,282.68,0,282.68,28.27,310.95,7.55,0,0, 
96140,PE2012GT 5EPTA  2,Peugeot,2008,Peugeot 2008 Estate 1.2 Puretech 130 GT 5Dr Eat8,2020,5,Petrol,Estate,5,Semi-auto,8,131,1199,135,47.1,23708.33,23708.33,770.52,24994.11,2963.54,29200,24,10000,353.34,0,353.34,35.33,388.67,7.55,36,15000,317.94,0,317.94,31.79,349.73,7.55,0,0, 
96141,PE2012GTR5EPTA  2,Peugeot,2008,Peugeot 2008 Estate 1.2 Puretech 130 GT Premium 5Dr Eat8,2020,5,Petrol,Estate,5,Semi-auto,8,131,1199,135,47.1,24708.33,24708.33,803.02,26005.11,3088.54,30400,24,10000,385.1,0,385.1,38.51,423.61,7.55,36,15000,340.5,0,340.5,34.05,374.55,7.55,0,0, 
96143,PE2012GP55EPTA  2,Peugeot,2008,Peugeot 2008 Estate 1.2 Puretech 155 GT Premium 5Dr Eat8,2020,5,Petrol,Estate,5,Semi-auto,8,155,1199,140,46.6,25500,25500,828.75,26805.5,3187.5,31350,24,10000,401.46,0,401.46,40.15,441.61,7.55,36,15000,353.43,0,353.43,35.34,388.77,7.55,0,0, 
96144,PE2000GTR5EE A  2,Peugeot,2008,Peugeot E-2008 Electric Estate 100kW GT Premium 50kWh 5Dr Auto,2020,5,Electric,Estate,5,Auto,1,136,1,0,0,31704.17,31704.17,634.08,34474.82,3011.9,38795,24,10000,461.62,0,461.62,46.16,507.78,7.55,36,15000,408.56,0,408.56,40.86,449.42,7.55,191,50, 
96160,FITI10   5HPTM  2,Fiat,Tipo,Fiat Tipo Hatchback 1.0 5Dr,2020,5,Petrol,Hatchback,5,Manual,5,100,999,126,51.4,15528.33,15528.33,0,19595,0,19360,24,10000,455.95,0,455.96,45.6,501.56,7.55,36,15000,353.7,0,353.7,35.37,389.07,7.55,0,0, 
96161,FITC10   5HPTM,Fiat,Tipo Cross,Fiat Tipo Cross Hatchback 1.0 5Dr,2020,5,Petrol,Hatchback,5,Manual,5,100,999,130,49.6,18028.33,18028.33,0,22595,0,22360,24,10000,499.62,0,499.62,49.96,549.58,7.55,36,15000,391.57,0,391.57,39.16,430.73,7.55,0,0, 
96162,AUA730S735HDTA4 2,Audi,A7,Audi A7 Diesel Sportback S7 TDI 344 Quattro 5Dr Tip Auto,2020,5,Diesel,Hatchback,5,Semi-auto,8,344,2967,188,38.2,57116.67,57116.67,5997.25,62929.29,0,69200,24,10000,1251.89,0,1251.88,125.19,1377.07,7.55,36,15000,976.9,0,976.9,97.69,1074.59,7.55,0,0,RDE 2
96163,AUA730SC45HDTA4 2,Audi,A7,Audi A7 Diesel Sportback S7 TDI 344 Quattro 5Dr Tip Auto [comfort+sound],2020,5,Diesel,Hatchback,5,Semi-auto,8,344,2967,188,38.2,59029.17,59029.17,6198.06,64983.32,0,71495,24,10000,1289.44,0,1289.43,128.94,1418.37,7.7,36,15000,1006.45,0,1006.46,100.65,1107.11,7.55,0,0,RDE 2
96164,AUA730SB45HDTA4 2,Audi,A7,Audi A7 Diesel Sportback S7 TDI 344 Quattro Black Edition 5Dr Tip Auto,2020,5,Diesel,Hatchback,5,Semi-auto,8,344,2967,188,38.7,58616.67,58616.67,6154.75,64540.29,0,71000,24,10000,1256.08,0,1256.08,125.61,1381.69,7.7,36,15000,984.57,0,984.57,98.46,1083.03,7.55,0,0,RDE 2
96165,AUA7307S45HDTA4 2,Audi,A7,Audi A7 Diesel Sportback S7 TDI 344 Quattro Black Ed 5Dr Tip Auto [c+s],2020,5,Diesel,Hatchback,5,Semi-auto,8,344,2967,188,38.7,60529.17,60529.17,6355.56,66594.32,0,73295,24,10000,1294.52,0,1294.51,129.45,1423.96,7.7,36,15000,1014.11,0,1014.12,101.41,1115.53,7.55,0,0,RDE 2
96166,AUA730SV35HDTA4 2,Audi,A7,Audi A7 Diesel Sportback S7 TDI 344 Quattro Vorsprung 5Dr Tip Auto,2020,5,Diesel,Hatchback,5,Semi-auto,8,344,2967,191,38.2,72866.67,72866.67,7651,80284.79,0,88100,24,10000,1689.63,0,1689.62,168.96,1858.58,8.75,36,15000,1298.38,0,1298.39,129.84,1428.23,7.55,0,0,RDE 2
96168,PE2812GT 5HPTM  2,Peugeot,208,Peugeot 208 Hatchback 1.2 Puretech 100 GT 5Dr,2020,5,Petrol,Hatchback,5,Manual,6,100,1199,120,53,18695.83,18695.83,607.61,20896.05,1495.67,23185,24,10000,317.86,0,317.86,31.79,349.65,7.55,36,15000,274.65,0,274.65,27.47,302.12,7.55,0,0, 
96169,PE2812GT 5HPTA  2,Peugeot,208,Peugeot 208 Hatchback 1.2 Puretech 100 GT 5Dr Eat8,2020,5,Petrol,Hatchback,5,Semi-auto,8,100,1199,123,50.3,19887.5,19887.5,646.34,22165.18,1591,24615,24,10000,336.36,0,336.36,33.64,370,7.55,36,15000,290.56,0,290.56,29.06,319.62,7.55,0,0, 
96170,PE2812GTR5HPTM  2,Peugeot,208,Peugeot 208 Hatchback 1.2 Puretech 100 GT Premium 5Dr,2020,5,Petrol,Hatchback,5,Manual,6,100,1199,120,53,19445.83,19445.83,631.98,21694.8,1555.67,24085,24,10000,330.26,0,330.26,33.03,363.29,7.55,36,15000,284.87,0,284.87,28.49,313.36,7.55,0,0, 
96172,PE28123GT5HPTA  2,Peugeot,208,Peugeot 208 Hatchback 1.2 Puretech 130 GT 5Dr Eat8,2020,5,Petrol,Hatchback,5,Semi-auto,8,129,1199,122,51.9,20862.5,20862.5,678.03,23203.55,1669,25785,24,10000,357.09,0,357.08,35.71,392.79,7.55,36,15000,306.87,0,306.87,30.69,337.56,7.55,0,0, 
96173,PE28123TP5HPTA  2,Peugeot,208,Peugeot 208 Hatchback 1.2 Puretech 130 GT Premium 5Dr Eat8,2020,5,Petrol,Hatchback,5,Semi-auto,8,129,1199,122,51.9,21612.5,21612.5,702.4,24002.31,1729,26685,24,10000,369.47,0,369.47,36.95,406.42,7.55,36,15000,317.37,0,317.37,31.74,349.11,7.55,0,0, 
96174,PE2815GT 5HDTM  2,Peugeot,208,Peugeot 208 Diesel Hatchback 1.5 Bluehdi 100 GT 5Dr,2020,5,Diesel,Hatchback,5,Manual,6,100,1499,108,73.6,20129.17,20129.17,654.19,22402.57,1610.33,24905,24,10000,364.94,0,364.95,36.49,401.44,7.55,36,15000,309.63,0,309.63,30.96,340.59,7.55,0,0,RDE 2
96176,PE2800GTR5HE A  2,Peugeot,208,Peugeot E-208 Electric Hatchback 100kW GT Premium 50kWh 5Dr Auto,2020,5,Electric,Hatchback,5,Auto,1,136,1,0,0,27950,27950,559,32835.7,698.75,34290,24,10000,528.45,0,528.45,52.85,581.3,7.55,36,15000,436.46,0,436.47,43.65,480.12,7.55,217,56, 
96177,AUA6306S44SDTA4 6,Audi,A6,Audi A6 Diesel Saloon S6 TDI 344 Quattro 4Dr Tip Auto,2020,4,Diesel,Saloon,5,Semi-auto,8,344,2967,184,39.2,50900,50900,6871.5,54420.2,0,61740,24,10000,1013.34,0,1013.34,101.33,1114.67,7.55,36,15000,812.15,0,812.16,81.22,893.38,7.55,0,0,RDE 2
96178,AUA63063S4SDTA4 6,Audi,A6,Audi A6 Diesel Saloon S6 TDI 344 Quattro 4Dr Tip Auto [comfort+sound],2020,4,Diesel,Saloon,5,Semi-auto,8,344,2967,184,39.2,52812.5,52812.5,7129.68,56405.37,0,64035,24,10000,1053.69,0,1053.68,105.37,1159.05,7.55,36,15000,842.92,0,842.93,84.29,927.22,7.55,0,0,RDE 2
96179,AUA630BS44SDTA4 6,Audi,A6,Audi A6 Diesel Saloon S6 TDI 344 Quattro Black Edition 4Dr Tip Auto,2020,4,Diesel,Saloon,5,Semi-auto,8,344,2967,184,40.4,52400,52400,7074,55977.2,0,63540,24,10000,1005.99,0,1005.99,100.6,1106.59,7.55,36,15000,812.95,0,812.94,81.3,894.24,7.55,0,0,RDE 2
96180,AUA630BC44SDTA4 6,Audi,A6,Audi A6 Diesel Saloon S6 TDI 344 Quattro Black Ed 4Dr Tip Auto [c+s],2020,4,Diesel,Saloon,5,Semi-auto,8,344,2967,184,40.4,54312.5,54312.5,7332.18,57962.37,0,65835,24,10000,1045.45,0,1045.45,104.55,1150,7.55,36,15000,843.69,0,843.7,84.37,928.07,7.55,0,0,RDE 2
96181,AUA630V644SDTA4 6,Audi,A6,Audi A6 Diesel Saloon S6 TDI 344 Quattro Vorsprung 4Dr Tip Auto,2020,4,Diesel,Saloon,5,Semi-auto,8,344,2967,187,39.2,65816.67,65816.67,8885.25,69903.69,0,79640,24,10000,1380.43,0,1380.42,138.04,1518.46,7.55,36,15000,1086.09,0,1086.09,108.61,1194.7,7.55,0,0,RDE 2
96182,AUA6306S45EDTA4 6,Audi,A6,Audi A6 Diesel Avant S6 TDI 344 Quattro 5Dr Tip Auto,2020,5,Diesel,Estate,5,Semi-auto,8,344,2967,189,38.2,52650,52650,7107.75,56236.7,0,63840,24,10000,1030.15,0,1030.15,103.02,1133.17,7.55,36,15000,828.76,0,828.77,82.88,911.65,7.55,0,0,RDE 2
96183,AUA63063S5EDTA4 6,Audi,A6,Audi A6 Diesel Avant S6 TDI 344 Quattro 5Dr Tip Auto [comfort+sound],2020,5,Diesel,Estate,5,Semi-auto,8,344,2967,189,38.2,54562.5,54562.5,7365.93,58221.87,0,66135,24,10000,1070.48,0,1070.48,107.05,1177.53,7.55,36,15000,859.52,0,859.53,85.95,945.48,7.55,0,0,RDE 2
96184,AUA630BS45EDTA4 6,Audi,A6,Audi A6 Diesel Avant S6 TDI 344 Quattro Black Edition 5Dr Tip Auto,2020,5,Diesel,Estate,5,Semi-auto,8,344,2967,189,38.2,54150,54150,7310.25,57793.7,0,65640,24,10000,1022.81,0,1022.8,102.28,1125.08,7.55,36,15000,829.24,0,829.24,82.92,912.16,7.55,0,0,RDE 2
96185,AUA630BC45EDTA4 6,Audi,A6,Audi A6 Diesel Avant S6 TDI 344 Quattro Black Ed 5Dr Tip Auto [c+s],2020,5,Diesel,Estate,5,Semi-auto,8,344,2967,189,38.2,56062.5,56062.5,7568.43,59778.87,0,67935,24,10000,1063.12,0,1063.12,106.31,1169.43,7.55,36,15000,860.01,0,860,86,946,7.55,0,0,RDE 2
96186,AUA630V645EDTA4 6,Audi,A6,Audi A6 Diesel Avant S6 TDI 344 Quattro Vorsprung 5Dr Tip Auto,2020,5,Diesel,Estate,5,Semi-auto,8,344,2967,193,38.2,67566.67,67566.67,9121.5,72160.19,0,81740,24,10000,1414.95,0,1414.95,141.5,1556.45,7.55,36,15000,1114.85,0,1114.86,111.49,1226.35,7.55,0,0,RDE 2
96197,SKOC10SE 5HPTM  5,Skoda,Octavia,Skoda Octavia Hatchback 1.0 TSI SE 5Dr,2020,5,Petrol,Hatchback,5,Manual,6,110,999,117,61.4,18733.33,18733.33,2154.33,20739.79,0,23089.99,24,10000,363.58,0,363.58,36.36,399.94,7.55,36,15000,306.19,0,306.19,30.62,336.81,7.55,0,0, 
96198,SKOC15SE 5HPTM  5,Skoda,Octavia,Skoda Octavia Hatchback 1.5 TSI SE 5Dr,2020,5,Petrol,Hatchback,5,Manual,6,150,1498,121,56.5,19920.83,19920.83,2290.89,22000.91,0,24514.99,24,10000,387.77,0,387.77,38.78,426.55,7.55,36,15000,325.33,0,325.33,32.53,357.86,7.55,0,0, 
96199,SKOC10SE 5EPTA  5,Skoda,Octavia,Skoda Octavia Estate 1.0 TSI E-tec SE 5Dr DSG,2020,5,Petrol,Estate,5,Semi-auto,7,110,999,118,65.7,21258.33,21258.33,2444.7,23421.34,0,26119.99,24,10000,414.93,0,414.94,41.49,456.43,7.55,36,15000,347.2,0,347.19,34.72,381.91,7.55,0,0, 
96200,SKOC10SE 5HPTA  5,Skoda,Octavia,Skoda Octavia Hatchback 1.0 TSI E-tec SE 5Dr DSG,2020,5,Petrol,Hatchback,5,Semi-auto,7,110,999,115,67.3,20441.67,20441.67,2350.79,22554.04,0,25140,24,10000,404.42,0,404.42,40.44,444.86,7.55,36,15000,337.6,0,337.59,33.76,371.35,7.55,0,0, 
96201,SKOC10SE 5EPTM  5,Skoda,Octavia,Skoda Octavia Estate 1.0 TSI SE 5Dr,2020,5,Petrol,Estate,5,Manual,6,110,999,119,60.1,19550,19550,2248.25,21607.1,0,24070,24,10000,374.09,0,374.09,37.41,411.5,7.55,36,15000,315.79,0,315.79,31.58,347.37,7.55,0,0, 
96202,SKOC20SE 5HDTM  5,Skoda,Octavia,Skoda Octavia Diesel Hatchback 2.0 TDI SE 5Dr,2020,5,Diesel,Hatchback,5,Manual,6,116,1968,108,74.3,19975,19975,2297.12,22038.44,0,24580,24,10000,376.17,0,376.17,37.62,413.79,7.55,36,15000,318.48,0,318.48,31.85,350.33,7.55,0,0,RDE 2
96203,SKOC15SE 5EPTM  5,Skoda,Octavia,Skoda Octavia Estate 1.5 TSI SE 5Dr,2020,5,Petrol,Estate,5,Manual,6,150,1498,124,55.4,20737.5,20737.5,2384.81,22868.21,0,25495,24,10000,398.28,0,398.28,39.83,438.11,7.55,36,15000,334.93,0,334.93,33.49,368.42,7.55,0,0, 
