capcode,IDS ID,make,model,deriv,P11D,Rentals in P11D,  
FOTR201T1WMDTM2 5  L,FO038060,Ford,Transit One Stop,350 FWD L3 Double Cab Tipper 2.0TDCi 130 1WAY 22A,53857,51,
FOTR20353WMDTM2 5  L,FO038066,Ford,Transit One Stop,350 FWD L3 Double Cab Tipper 2.0TDCi 130 3WAY 22A,54247,51,
FOTR207AT1MDTM2 5  L,FO038073,Ford,Transit One Stop,350 FWD L3 D/Tp 2.0TDCi 170 1/AL 22A,55327,52,
FOTR2017T1MDTM2 5  L,FO038054,Ford,Transit One Stop,350 FWD L3 Double Cab Tipper 2.0TDCi 170 1WAY 22A,55057,51,
FOTR20357WMDTM2 5  L,FO038069,Ford,Transit One Stop,350 FWD L3 Double Cab Tipper 2.0TDCi 170 3WAY 22A,55447,52,
FOTR203500LDTA2 5  L,FO038093,Ford,Transit One Stop,350 FWD L3 Luton Van 2.0TDCi 130 Auto 22A,54265,52,
FOTR203500LDTM2 5  L,FO038092,Ford,Transit One Stop,350 FWD L3 Luton Van 2.0TDCi 130 22A,52405,52,
FOTR203570LDTM2 5  L,FO038099,Ford,Transit One Stop,350 FWD L3 Luton Van 2.0TDCi 170 22A,53605,53,
FOTR20L5ATTDTM2 5  L,FO038062,Ford,Transit One Stop,350 FWD L3 Tpr 2.0TDCi 130 1/ATP 22A,55225,49,
FOTR203500TDTM2 5  L,FO038050,Ford,Transit One Stop,350 FWD L3 Tipper 2.0TDCi 130 1Way Tool Pod 22A,53305,50,
FOTR203504LDTA2 5  L,FO038042,Ford,Transit One Stop,350 FWD L4 Luton Van 2.0TDCi 130 Auto 22A,55225,52,
FOTR203504LDTM2 5  L,FO038041,Ford,Transit One Stop,350 FWD L4 Luton Van 2.0TDCi 130 22A,53365,52,
FOTR203457LDTM2 5  L,FO038097,Ford,Transit One Stop,350 FWD L4 Luton Van 2.0TDCi 170 22A,54565,53,
FOTR207LSVLDTM2 5  L,FO038091,Ford,Transit One Stop,350 FWD L5 Low Floor Luton Van 2.0TDCi Skeletal 22A,65443,47,
FOTR20LHD4LDTM2 5  L,FO038087,Ford,Transit One Stop,350 HD FWD L3 Lnv 2.0TDCi 160 22A,54481,52,
FOTR20LHD6LDTM2 5  L,FO038090,Ford,Transit One Stop,350 HD FWD L4 Lnv 2.0TDCi 160 22A,55441,52,
FOTR20KL47DDTM2 5XXL,FO038179,Ford,Transit Chassis Cab L4/L5,350 HD L4 Premium Dropside 2.0TDCi RWD 22A,56893,46,
FOTR20HR17BDTM2 5  L,FO038166,Ford,Transit Chassis Cab L4/L5,350 HD L4 2.0TDCi 170 RWD 22A,52093,48,
FOTR2054LLHDTM2 5  L,FO037761,Ford,Transit Van L3/L4,350 HD L4H3 2.0TDCi 130 EcoBlue Leader RWD 22A,53971,47,
FOTR2034RLHDTM2 5  L,FO037762,Ford,Transit Van L3/L4,350 HD L4H3 2.0TDCi 170 EcoBlue Leader RWD 22A,55171,47,
FOTR20LHD5LDTA2 5  L,FO038086,Ford,Transit One Stop,350 HD RWD L3 Lnv 2.0TDCi 170 Auto 22A,57625,51,
FOTR20LHD7LDTA2 5  L,FO038089,Ford,Transit One Stop,350 HD RWD L4 Lnv 2.0TDCi 170 Auto 22A,58585,51,
FOTR20LHD7LDTM2 5  L,FO038088,Ford,Transit One Stop,350 HD RWD L4 Lnv 2.0TDCi 170 22A,56725,51,
FOTR201L2SDDTM2 5XXL,FO037641,Ford,Transit Chassis Cab L2/L3,350 L2 Dropside 2.0TDCi 130 RWD 22A,47365,49,
FOTR20L213DDTM4 5  L,FO037593,Ford,Transit Chassis Cab L2/L3,350 L2 Premium Dropside 2.0TDCi 130 AWD 22A,53797,49,
FOTR20L213DDTM2 5  L,FO037590,Ford,Transit Chassis Cab L2/L3,350 L2 Premium Dropside 2.0TDCi 130 FWD 22A,47785,49,
FOTR20L230DDTM2 5  L,FO037589,Ford,Transit Chassis Cab L2/L3,350 L2 Premium Dropside 2.0TDCi 130 RWD 22A,48745,48,
FOTR203517DDTM2 5  L,FO037591,Ford,Transit Chassis Cab L2/L3,350 L2 Premium Dropside 2.0TDCi 170 RWD 22A,49945,49,
FOTR20L213DDTA2 5  L,FO037617,Ford,Transit Chassis Cab L2/L3,350 L2 Premium Dropside 2.0TDCi Auto FWD 22A,49645,49,
FOTR20L213BDTA2 5  L,FO037587,Ford,Transit Chassis Cab L2/L3,350 L2 2.0TDCi 130 Auto FWD 22A,44845,51,
FOTR20L213BDTM4 5  L,FO037635,Ford,Transit Chassis Cab L2/L3,350 L2 2.0TDCi 130 AWD 22A,48997,51,
FOTR20L213BDTM2 5  L,FO037636,Ford,Transit Chassis Cab L2/L3,350 L2 2.0TDCi 130 FWD 22A,42985,51,
FOTR20L230BDTM2 5  L,FO037634,Ford,Transit Chassis Cab L2/L3,350 L2 2.0TDCi 130 RWD 22A,43945,50,
FOTR203517BDTM2 5  L,FO037598,Ford,Transit Chassis Cab L2/L3,350 L2 2.0TDCi 170 RWD 22A,45145,51,
FOTR202FLHBDTA2 5XXL,FO038151,Ford,Transit Heavy Duty Emissions Chassis Cab,350 L2 2.0TDCi 160 Auto FWD 22A,46921,51,
FOTR2023LHBDTM2 5  L,FO038148,Ford,Transit Heavy Duty Emissions Chassis Cab,350 L2 2.0TDCi 130 RWD 22A,45145,50,
FOTR202GLHBDTM2 5XXL,FO038150,Ford,Transit Heavy Duty Emissions Chassis Cab,350 L2 2.0TDCi 160 FWD 22A,45061,51,
FOTR2027LHBDTM2 5  L,FO038147,Ford,Transit Heavy Duty Emissions Chassis Cab,350 L2 2.0TDCi 170 RWD 22A,46345,50,
FOTR202S3LBDTA2 5  L,FO037608,Ford,Transit Chassis Cab L2/L3,350 L2 Skc 2.0TDCi Eld 130 AU FD 22A,45403,51,
FOTR202S3LBDTM2 5  L,FO037607,Ford,Transit Chassis Cab L2/L3,350 L2 Skeletal 2.0TDCi EcoBlue Leader 130 FWD 22A,43543,50,
FOTR202S7LBDTA2 5  L,FO037610,Ford,Transit Chassis Cab L2/L3,350 L2 Skc 2.0TDCi Eld 170 AU FD 22A,46603,51,
FOTR202S7LBDTM2 5  L,FO037609,Ford,Transit Chassis Cab L2/L3,350 L2 Skeletal 2.0TDCi EcoBlue Leader 170 FWD 22A,44743,51,
FOTR2053LAFDTM2 5  L,FO038301,Ford,Transit Van Chiller Freezer,350 L2H2 2.0 130 EcoBlue Leader Air Con FWD 22A,63463,47,
FOTR20TA23FDTM2 5  L,FO038304,Ford,Transit Van Chiller Freezer,350 L2H2 2.0 130 EcoBlue Leader Air Con RWD 22A,64423,47,
FOTR2053TAFDTM2 5  L,FO038283,Ford,Transit Van Chiller Freezer,350 L2H2 2.0 130 EcoBlue Trend Air Con FWD 22A,67291,47,
FOTR2025A3FDTM2 5  L,FO038284,Ford,Transit Van Chiller Freezer,350 L2H2 2.0 130 EcoBlue Trend Air Con RWD 22A,68251,46,
FOTR20R35LFDTM2 5  L,FO038260,Ford,Transit Van Chiller Freezer,350 L2H2 2.0 130 EcoBlue Leader FWD 22A,62683,47,
FOTR202LD3FDTM2 5  L,FO038262,Ford,Transit Van Chiller Freezer,350 L2H2 2.0 130 EcoBlue Leader RWD 22A,63643,47,
FOTR20T135FDTM2 5  L,FO038265,Ford,Transit Van Chiller Freezer,350 L2H2 2.0 130 EcoBlue Trend FWD 22A,66511,46,
FOTR20TL23FDTM2 5  L,FO038345,Ford,Transit Van Chiller Freezer,350 L2H2 2.0 130 EcoBlue Trend RWD 22A,67471,46,
FOTR20352LFDTM2 5  L,FO038266,Ford,Transit Van Chiller Freezer,350 L2H2 2.0 130 EcoBlue Rfg Leader FWD 22A,57943,48,
FOTR20L53LFDTM2 5  L,FO038270,Ford,Transit Van Chiller Freezer,350 L2H2 2.0 130 EcoBlue Rfg Leader RWD 22A,58903,48,
FOTR20305TFDTM2 5  L,FO038334,Ford,Transit Van Chiller Freezer,350 L2H2 2.0 130 EcoBlue Rfg Trend FWD 22A,61771,47,
FOTR2033R2FDTM2 5  L,FO038335,Ford,Transit Van Chiller Freezer,350 L2H2 2.0 130 EcoBlue Rfg Trend RWD 22A,62731,47,
FOTR205LA3FDTM2 5  L,FO038271,Ford,Transit Van Chiller Freezer,350 L2H2 2.0 130 Ebl Rfl A/C FWD 22A,58723,48,
FOTR203DA3FDTM2 5  L,FO038323,Ford,Transit Van Chiller Freezer,350 L2H2 2.0 130 Ebl Rfl A/C RWD 22A,59683,48,
FOTR205T3AFDTM2 5  L,FO038344,Ford,Transit Van Chiller Freezer,350 L2H2 2.0 130 Ebl Rft A/C FWD 22A,62551,47,
FOTR203RA3FDTM2 5  L,FO038286,Ford,Transit Van Chiller Freezer,350 L2H2 2.0 130 Ebl Rft A/C RWD 22A,63511,47,
FOTR20352LFDTA2 5  L,FO038268,Ford,Transit Van Chiller Freezer,350 L2H2 2.0 130 EcoBlue Rfg FWD Auto 22A,59803,48,
FOTR2053LAFDTA2 5  L,FO038302,Ford,Transit Van Chiller Freezer,350 L2H2 2.0 EcoBlue Leader Air Con FWD Auto 22A,65323,47,
FOTR20R35LFDTA2 5  L,FO038261,Ford,Transit Van Chiller Freezer,350 L2H2 2.0 EcoBlue Leader FWD Auto 22A,64543,47,
FOTR205LA3FDTA2 5  L,FO038322,Ford,Transit Van Chiller Freezer,350 L2H2 2.0 Ebl Rfl A/C FWD AU 22A,60583,48,
FOTR20L2H16DTA2 5  L,FO037482,Ford,Transit Van L2,350 L2H2 2.0TDCi  EcoBlue Limited HD RWD Auto 22A,57307,49,
FOTR20L2HD6DTA2 5  L,FO037481,Ford,Transit Van L2,350 L2H2 2.0TDCi  EcoBlue Trend HD RWD Auto 22A,54451,48,
FOTR205LL56DTM2 5  L,FO037479,Ford,Transit Van L2,350 L2H2 2.0TDCi 105 EcoBlue Leader FWD 22A,44623,50,
FOTR20R13L6DTM2 5  L,FO037497,Ford,Transit Van L2,350 L2H2 2.0TDCi 105 EcoBlue Leader RWD 22A,45583,49,
FOTR20521L6DTA2 5  L,FO037442,Ford,Transit Van L2,350 L2H2 2.0TDCi 130 EcoBlue Limited FWD Auto 22A,53947,49,
FOTR205LL36DTA2 5  L,FO037495,Ford,Transit Van L2,350 L2H2 2.0TDCi 130 EcoBlue Leader FWD Auto 22A,47263,50,
FOTR205LL36DTM4 5  L,FO037500,Ford,Transit Van L2,350 L2H2 2.0TDCi 130 EcoBlue Leader AWD 22A,51415,50,
FOTR205LL36DTM2 5  L,FO037471,Ford,Transit Van L2,350 L2H2 2.0TDCi 130 EcoBlue Leader FWD 22A,45403,50,
FOTR20R53L6DTM2 5  L,FO037498,Ford,Transit Van L2,350 L2H2 2.0TDCi 130 EcoBlue Leader RWD 22A,46363,49,
FOTR2035T06DTM2 5  L,FO037435,Ford,Transit Van L2,350 L2H2 2.0TDCi 130 EcoBlue Trend FWD 22A,49231,49,
FOTR2035T16DTM2 5  L,FO037437,Ford,Transit Van L2,350 L2H2 2.0TDCi 130 EcoBlue Trend RWD 22A,50191,48,
FOTR2052L36DTM4 5  L,FO037483,Ford,Transit Van L2,350 L2H2 2.0TDCi 130 EcoBlue Trail AWD 22A,58123,50,
FOTR20521L6DTM2 5  L,FO037444,Ford,Transit Van L2,350 L2H2 2.0TDCi 130 Hybrid EcoBlue Limited FWD 22A,53077,49,
FOTR2052L36DTM2 5  L,FO037490,Ford,Transit Van L2,350 L2H2 2.0TDCi 130 Hybrid EcoBlue Trail FWD 22A,53101,50,
FOTR20L26H6DTM2 5  L,FO037492,Ford,Transit Van L2,350 L2H2 2.0TDCi 160 EcoBlue Limited HD FWD 22A,54163,49,
FOTR20L2H66DTM2 5  L,FO037491,Ford,Transit Van L2,350 L2H2 2.0TDCi 160 EcoBlue Trend HD FWD 22A,51307,49,
FOTR2035L66DTM2 5  L,FO037477,Ford,Transit Van L2,350 L2H2 2.0TDCi 160 EcoBlue Leader HD FWD 22A,47479,50,
FOTR20357L6DTA2 5  L,FO037443,Ford,Transit Van L2,350 L2H2 2.0TDCi 170 EcoBlue Limited FWD Auto 22A,55147,50,
FOTR20357L6DTM2 5  L,FO037504,Ford,Transit Van L2,350 L2H2 2.0TDCi 170 EcoBlue Limited FWD 22A,53287,50,
FOTR2035RL6DTM2 5  L,FO037505,Ford,Transit Van L2,350 L2H2 2.0TDCi 170 EcoBlue Limited RWD 22A,54247,49,
FOTR2037LL6DTM4 5  L,FO037430,Ford,Transit Van L2,350 L2H2 2.0TDCi 170 EcoBlue Leader AWD 22A,52615,50,
FOTR2037LL6DTM2 5  L,FO037496,Ford,Transit Van L2,350 L2H2 2.0TDCi 170 EcoBlue Leader FWD 22A,46603,50,
FOTR20R73L6DTM2 5  L,FO037499,Ford,Transit Van L2,350 L2H2 2.0TDCi 170 EcoBlue Leader RWD 22A,47563,50,
FOTR20351T6DTM2 5  L,FO037436,Ford,Transit Van L2,350 L2H2 2.0TDCi 170 EcoBlue Trend FWD 22A,50431,49,
FOTR203T7R6DTM2 5  L,FO037438,Ford,Transit Van L2,350 L2H2 2.0TDCi 170 EcoBlue Trend RWD 22A,51391,49,
FOTR2052L76DTM4 5  L,FO037484,Ford,Transit Van L2,350 L2H2 2.0TDCi 170 EcoBlue Trail AWD 22A,59323,50,
FOTR2052L76DTM2 5  L,FO037488,Ford,Transit Van L2,350 L2H2 2.0TDCi 170 EcoBlue Trail FWD 22A,53311,51,
FOTR20L3HTYDTM2 5  L,FO037910,Ford,Transit Minibus,350 L2H2 11ST 2.0 130 EcoBlue Trend 22A,53377,47,
FOTR20LH1LYDTM2 5  L,FO037906,Ford,Transit Minibus,350 L2H2 11ST 2.0 130 EcoBlue Leader 22A,49375,48,
FOTR20L21IYDTM2 5  L,FO037904,Ford,Transit Minibus,350 L2H2 11ST 2.0 170 EcoBlue Limited 22A,56449,49,
FOTR20L27TYDTM2 5  L,FO037912,Ford,Transit Minibus,350 L2H2 11ST 2.0 170 EcoBlue Trend 22A,54577,48,
FOTR20LHL7YDTM2 5  L,FO037908,Ford,Transit Minibus,350 L2H2 11ST 2.0 170 EcoBlue Leader 22A,50575,49,
FOTR20LH3TYDTM2 5  L,FO037911,Ford,Transit Minibus,350 L2H2 12Seat 2.0 130 EcoBlue Trend 22A,53377,47,
FOTR20LH2LYDTM2 5  L,FO037907,Ford,Transit Minibus,350 L2H2 12Seat 2.0 130 EcoBlue Leader 22A,49375,48,
FOTR20L22IYDTM2 5  L,FO037905,Ford,Transit Minibus,350 L2H2 12Seat 2.0 170 EcoBlue Limited 22A,56449,49,
FOTR20L20TYDTM2 5  L,FO037913,Ford,Transit Minibus,350 L2H2 12Seat 2.0 170 EcoBlue Trend 22A,54577,48,
FOTR20LH7LYDTM2 5  L,FO037909,Ford,Transit Minibus,350 L2H2 12Seat 2.0 170 EcoBlue Leader 22A,50575,49,
FOTR2053ALFDTM2 5  L,FO038303,Ford,Transit Van Chiller Freezer,350 L2H3 2.0 130 EcoBlue Leader Air Con FWD 22A,66043,47,
FOTR20TA33FDTM2 5  L,FO038313,Ford,Transit Van Chiller Freezer,350 L2H3 2.0 130 EcoBlue Leader Air Con RWD 22A,67003,46,
FOTR20L5L3FDTA2 5  L,FO038293,Ford,Transit Van Chiller Freezer,350 L2H3 2.0 130 EcoBlue Leader FWD Auto 22A,67183,47,
FOTR2053ATFDTM2 5  L,FO038279,Ford,Transit Van Chiller Freezer,350 L2H3 2.0 130 EcoBlue Trend Air Con FWD 22A,69871,46,
FOTR2035A3FDTM2 5  L,FO038280,Ford,Transit Van Chiller Freezer,350 L2H3 2.0 130 EcoBlue Trend Air Con RWD 22A,70831,46,
FOTR20L5L3FDTM2 5  L,FO038263,Ford,Transit Van Chiller Freezer,350 L2H3 2.0 130 EcoBlue Leader FWD 22A,65323,47,
FOTR203LD3FDTM2 5  L,FO038294,Ford,Transit Van Chiller Freezer,350 L2H3 2.0 130 EcoBlue Leader RWD 22A,66283,46,
FOTR20T73RFDTM2 5  L,FO038346,Ford,Transit Van Chiller Freezer,350 L2H3 2.0 130 EcoBlue Trend FWD 22A,69151,46,
FOTR20TL33FDTM2 5  L,FO038273,Ford,Transit Van Chiller Freezer,350 L2H3 2.0 130 EcoBlue Trend RWD 22A,70111,46,
FOTR205L3LFDTM2 5  L,FO038272,Ford,Transit Van Chiller Freezer,350 L2H3 2.0 130 EcoBlue Rfg Leader FWD 22A,60463,48,
FOTR205LL3FDTM2 5  L,FO038316,Ford,Transit Van Chiller Freezer,350 L2H3 2.0 130 EcoBlue Rfg Leader RWD 22A,61423,47,
FOTR2035T0FDTM2 5  L,FO038336,Ford,Transit Van Chiller Freezer,350 L2H3 2.0 130 EcoBlue Rfg Trend FWD 22A,64291,47,
FOTR203R32FDTM2 5  L,FO038337,Ford,Transit Van Chiller Freezer,350 L2H3 2.0 130 EcoBlue Rfg Trend RWD 22A,65251,46,
FOTR205L3AFDTM2 5  L,FO038324,Ford,Transit Van Chiller Freezer,350 L2H3 2.0 130 Ebl Rfl A/C FWD 22A,61183,48,
FOTR203D3AFDTM2 5  L,FO038326,Ford,Transit Van Chiller Freezer,350 L2H3 2.0 130 Ebl Rfl A/C RWD 22A,62143,47,
FOTR205L3LFDTA2 5  L,FO038315,Ford,Transit Van Chiller Freezer,350 L2H3 2.0 130 Ebl Rfl FWD AU 22A,62323,48,
FOTR205TA3FDTM2 5  L,FO038287,Ford,Transit Van Chiller Freezer,350 L2H3 2.0 130 Ebl Rft A/C FWD 22A,65011,47,
FOTR203R3AFDTM2 5  L,FO038288,Ford,Transit Van Chiller Freezer,350 L2H3 2.0 130 Ebl Rft A/C RWD 22A,65971,47,
FOTR2053ALFDTA2 5  L,FO038308,Ford,Transit Van Chiller Freezer,350 L2H3 2.0 EcoBlue Leader Air Con FWD Auto 22A,67903,47,
FOTR205L3AFDTA2 5  L,FO038325,Ford,Transit Van Chiller Freezer,350 L2H3 2.0 Ebl Rfl A/C FWD AU 22A,63043,48,
FOTR205LL5HDTM2 5  L,FO037449,Ford,Transit Van L2,350 L2H3 2.0TDCi 105 EcoBlue Leader FWD 22A,45823,50,
FOTR20R13LHDTM2 5  L,FO037453,Ford,Transit Van L2,350 L2H3 2.0TDCi 105 EcoBlue Leader RWD 22A,46783,49,
FOTR20521LHDTA2 5  L,FO037468,Ford,Transit Van L2,350 L2H3 2.0TDCi 130 EcoBlue Limited FWD Auto 22A,55147,49,
FOTR205LL3HDTA2 5  L,FO037451,Ford,Transit Van L2,350 L2H3 2.0TDCi 130 EcoBlue Leader FWD Auto 22A,48463,50,
FOTR205LL3HDTM4 5  L,FO037456,Ford,Transit Van L2,350 L2H3 2.0TDCi 130 EcoBlue Leader AWD 22A,52615,50,
FOTR205LL3HDTM2 5  L,FO037450,Ford,Transit Van L2,350 L2H3 2.0TDCi 130 EcoBlue Leader FWD 22A,46603,50,
FOTR20R53LHDTM2 5  L,FO037454,Ford,Transit Van L2,350 L2H3 2.0TDCi 130 EcoBlue Leader RWD 22A,47563,49,
FOTR2035T0HDTM2 5  L,FO037461,Ford,Transit Van L2,350 L2H3 2.0TDCi 130 EcoBlue Trend FWD 22A,50431,49,
FOTR2035T1HDTM2 5  L,FO037463,Ford,Transit Van L2,350 L2H3 2.0TDCi 130 EcoBlue Trend RWD 22A,51391,48,
FOTR2052L3HDTM4 5  L,FO037485,Ford,Transit Van L2,350 L2H3 2.0TDCi 130 EcoBlue Trail AWD 22A,59323,50,
FOTR20521LHDTM2 5  L,FO037470,Ford,Transit Van L2,350 L2H3 2.0TDCi 130 Hybrid EcoBlue Limited FWD 22A,54277,49,
FOTR203R32HDTM2 5  L,FO037465,Ford,Transit Van L2,350 L2H3 2.0TDCi 130 Hybrid EcoBlue Trend FWD 22A,51421,48,
FOTR20T23RHDTM2 5  L,FO037503,Ford,Transit Van L2,350 L2H3 2.0TDCi 130 Hybrid EcoBlue Trend RWD 22A,52381,48,
FOTR2052L3HDTM2 5  L,FO037489,Ford,Transit Van L2,350 L2H3 2.0TDCi 130 Hybrid EcoBlue Trail FWD 22A,54301,50,
FOTR20L26HHDTM2 5  L,FO037494,Ford,Transit Van L2,350 L2H3 2.0TDCi 160 EcoBlue Limited HD FWD 22A,55363,49,
FOTR20L2H6HDTM2 5  L,FO037493,Ford,Transit Van L2,350 L2H3 2.0TDCi 160 EcoBlue Trend HD FWD 22A,52507,49,
FOTR2035L6HDTM2 5  L,FO037478,Ford,Transit Van L2,350 L2H3 2.0TDCi 160 EcoBlue Leader HD FWD 22A,48679,50,
FOTR20357LHDTA2 5  L,FO037469,Ford,Transit Van L2,350 L2H3 2.0TDCi 170 EcoBlue Limited FWD Auto 22A,56347,50,
FOTR20L27LHDTM2 5  L,FO037507,Ford,Transit Van L2,350 L2H3 2.0TDCi 170 EcoBlue Limited FWD 22A,54487,50,
FOTR20R7HLHDTM2 5  L,FO037508,Ford,Transit Van L2,350 L2H3 2.0TDCi 170 EcoBlue Limited RWD 22A,55447,49,
FOTR2037LLHDTM4 5  L,FO037457,Ford,Transit Van L2,350 L2H3 2.0TDCi 170 EcoBlue Leader AWD 22A,53815,50,
FOTR2037LLHDTM2 5  L,FO037452,Ford,Transit Van L2,350 L2H3 2.0TDCi 170 EcoBlue Leader FWD 22A,47803,50,
FOTR20R73LHDTM2 5  L,FO037455,Ford,Transit Van L2,350 L2H3 2.0TDCi 170 EcoBlue Leader RWD 22A,48763,50,
FOTR20351THDTM2 5  L,FO037462,Ford,Transit Van L2,350 L2H3 2.0TDCi 170 EcoBlue Trend FWD 22A,51631,49,
FOTR203T7RHDTM2 5  L,FO037464,Ford,Transit Van L2,350 L2H3 2.0TDCi 170 EcoBlue Trend RWD 22A,52591,49,
FOTR2052L7HDTM4 5  L,FO037486,Ford,Transit Van L2,350 L2H3 2.0TDCi 170 EcoBlue Trail AWD 22A,60523,50,
FOTR2052L7HDTM2 5  L,FO037487,Ford,Transit Van L2,350 L2H3 2.0TDCi 170 EcoBlue Trail FWD 22A,54511,51,
FOTR20L2H1HDTA2 5  L,FO037510,Ford,Transit Van L2,350 L2H3 2.0TDCi EcoBlue Limited HD RWD Auto 22A,58507,49,
FOTR20L2HDHDTA2 5  L,FO037509,Ford,Transit Van L2,350 L2H3 2.0TDCi EcoBlue Trend HD RWD Auto 22A,55651,48,
FOTR203533DDTM4 5  L,FO037594,Ford,Transit Chassis Cab L2/L3,350 L3 Premium Dropside 2.0TDCi 130 AWD 22A,54757,49,
FOTR203533DDTM2 5  L,FO037602,Ford,Transit Chassis Cab L2/L3,350 L3 Premium Dropside 2.0TDCi 130 FWD 22A,48745,49,
FOTR20331RDDTM2 5  L,FO037588,Ford,Transit Chassis Cab L2/L3,350 L3 Premium Dropside 2.0TDCi 130 RWD 22A,49705,48,
FOTR203570DDTM2 5  L,FO037592,Ford,Transit Chassis Cab L2/L3,350 L3 Premium Dropside 2.0TDCi 170 FWD 22A,49945,49,
FOTR203507DDTM2 5  L,FO037619,Ford,Transit Chassis Cab L2/L3,350 L3 Premium Dropside 2.0TDCi 170 RWD 22A,50905,49,
FOTR203533DDTA2 5  L,FO037618,Ford,Transit Chassis Cab L2/L3,350 L3 Premium Dropside 2.0TDCi Auto FWD 22A,50605,49,
FOTR20331RJDTM2 5  L,FO037615,Ford,Transit Chassis Cab L2/L3,350 L3 Double Premium Dropside 2.0TDCi 130 FWD 22A,50947,49,
FOTR203533JDTM2 5  L,FO037631,Ford,Transit Chassis Cab L2/L3,350 L3 Double Premium Dropside 2.0TDCi 130 RWD 22A,51907,48,
FOTR203507JDTM2 5  L,FO037616,Ford,Transit Chassis Cab L2/L3,350 L3 Double Premium Dropside 2.0TDCi 170 FWD 22A,52147,49,
FOTR203570JDTM2 5  L,FO037630,Ford,Transit Chassis Cab L2/L3,350 L3 Double Premium Dropside 2.0TDCi 170 RWD 22A,52147,49,
FOTR203533JDTM4 5  L,FO037629,Ford,Transit Chassis Cab L2/L3,350 L3 Double Premium Dropside 2.0TDCi AWD 22A,56959,49,
FOTR20331RBDTA2 5  L,FO037596,Ford,Transit Chassis Cab L2/L3,350 L3 2.0TDCi 130 Auto FWD 22A,45805,51,
FOTR2035331DTM4 5  L,FO037606,Ford,Transit Chassis Cab L2/L3,350 L3 Double 2.0TDCi 130 AWD 22A,52159,51,
FOTR20331R1DTM2 5  L,FO037620,Ford,Transit Chassis Cab L2/L3,350 L3 Double 2.0TDCi 130 FWD 22A,46147,51,
FOTR2035331DTM2 5  L,FO037604,Ford,Transit Chassis Cab L2/L3,350 L3 Double 2.0TDCi 130 RWD 22A,47107,50,
FOTR2035071DTM2 5  L,FO037603,Ford,Transit Chassis Cab L2/L3,350 L3 Double 2.0TDCi 170 FWD 22A,47347,51,
FOTR2035701DTM2 5  L,FO037605,Ford,Transit Chassis Cab L2/L3,350 L3 Double 2.0TDCi 170 RWD 22A,47347,51,
FOTR203533BDTM4 5  L,FO037595,Ford,Transit Chassis Cab L2/L3,350 L3 2.0TDCi 130 AWD 22A,49957,50,
FOTR20331RBDTM2 5  L,FO037601,Ford,Transit Chassis Cab L2/L3,350 L3 2.0TDCi 130 FWD 22A,43945,51,
FOTR203533BDTM2 5  L,FO037597,Ford,Transit Chassis Cab L2/L3,350 L3 2.0TDCi 130 RWD 22A,44905,50,
FOTR203507BDTM2 5  L,FO037599,Ford,Transit Chassis Cab L2/L3,350 L3 2.0TDCi 170 FWD 22A,45145,51,
FOTR203570BDTM2 5  L,FO037600,Ford,Transit Chassis Cab L2/L3,350 L3 2.0TDCi 170 RWD 22A,46105,50,
FOTR20L3HJBDTA2 5XXL,FO038152,Ford,Transit Heavy Duty Emissions Chassis Cab,350 L3 2.0TDCi 160 Auto FWD 22A,47881,51,
FOTR20L3H6BDTA2 5  L,FO038127,Ford,Transit Heavy Duty Emissions Chassis Cab,350 L3 2.0TDCi 170 Auto RWD 22A,49165,50,
FOTR2035H31DTM2 5  L,FO038118,Ford,Transit Heavy Duty Emissions Chassis Cab,350 L3 Double 2.0TDCi 130 RWD 22A,48307,50,
FOTR2035H3BDTM2 5  L,FO038149,Ford,Transit Heavy Duty Emissions Chassis Cab,350 L3 2.0TDCi 130 RWD 22A,46105,50,
FOTR20L3H7BDTM2 5  L,FO038128,Ford,Transit Heavy Duty Emissions Chassis Cab,350 L3 2.0TDCi 160 FWD 22A,46021,51,
FOTR20L3H6BDTM2 5  L,FO038126,Ford,Transit Heavy Duty Emissions Chassis Cab,350 L3 2.0TDCi 170 RWD 22A,47305,50,
FOTR20LHD5DDTA2 5  L,FO038135,Ford,Transit Heavy Duty Emissions Chassis Cab,350 L3 Dropside 2.0TDCi 170 Auto RWD 22A,53965,49,
FOTR20LHD5DDTM2 5  L,FO038134,Ford,Transit Heavy Duty Emissions Chassis Cab,350 L3 Dropside 2.0TDCi 170 RWD 22A,52105,49,
FOTR20LHD4DDTM2 5  L,FO038136,Ford,Transit Heavy Duty Emissions Chassis Cab,350 L3 Dropside 2.0TDCi 160 FWD 22A,50821,49,
FOTR203SLEBDTM2 5  L,FO038122,Ford,Transit Heavy Duty Emissions Chassis Cab,350 L3 Skeletal 2.0 EcoBlue Leader 130 FWD 22A,45703,50,
FOTR203S3LBDTA2 5  L,FO037612,Ford,Transit Chassis Cab L2/L3,350 L3 Skc 2.0TDCi Eld 130 AU FD 22A,46363,50,
FOTR203S3LBDTM2 5  L,FO037611,Ford,Transit Chassis Cab L2/L3,350 L3 Skeletal 2.0TDCi EcoBlue Leader 130 FWD 22A,44503,50,
FOTR203S0LBDTA2 5  L,FO037614,Ford,Transit Chassis Cab L2/L3,350 L3 Skc 2.0TDCi Eld 170 AU FD 22A,47563,51,
