Variant,CAP Code,Make,Model,Variant Full Description,Model Year,Doors,Fuel,Body,Seats,Gearbox,Gears,BHP,Eng CC,CO2,Com-bined MPG,Vehicle List Price,Vehicle List Price Including Metallic Paint,Vehicle Total Disc, Vehicle OTR Price,VRB,P11D Price,POL,Mileage,Finance Rental,Service Rental,Net Rental,Dis-allowed VAT,Total inc Disallow VAT,Excess Rate,POL,Mileage,Finance Rental,Service Rental,Net Rental,Dis-allowed VAT,Total inc Disallow VAT,Excess Rate,Electric Range,Battery Capacity,RDE2
98189,VAGL15ULT5HDTA,Vauxhall,Grandland,Vauxhall Grandland Diesel Hatchback 1.5 Turbo D Ultimate 5Dr Auto,2021,5,Diesel,Hatchback,5,Auto,8,130,1499,137,54.3,28454.17,28454.17,711.35,28642.44,4694.94,34845,24,20000,426.14,0,426.14,42.61,468.75,12.6,24,30000,457.45,0,457.44,45.75,503.19,12.25,0,0,RDE 2
98198,VAGL12ULT5HPTA,Vauxhall,Grandland,Vauxhall Grandland Hatchback 1.2 Turbo Ultimate 5Dr Auto,2021,5,Petrol,Hatchback,5,Auto,8,130,1199,140,44.1,27620.83,27620.83,690.52,27832.43,4557.44,33844.99,24,20000,430.09,0,430.08,43.01,473.09,11.55,24,30000,458.77,0,458.77,45.88,504.65,11.55,0,0, 
98225,AUET005T25EE A4,Audi,E-tron,Audi E-tron Estate 300kW 55 Quattro 95kWh Technik 5Dr Auto [22kwch],2021,5,Electric,Estate,5,Auto,1,408,1,0,0,61266.67,61266.67,7658.33,65021,0,74180,24,20000,1117.99,0,1117.99,111.8,1229.79,23.1,24,30000,1170.9,0,1170.89,117.09,1287.98,23.1,249,95, 
98226,AUET005C25EE A4,Audi,E-tron,Audi E-tron Estate 300kW 55 Quattro 95kWh Technik 5Dr Auto C+S 22kWCh,2021,5,Electric,Estate,5,Auto,1,408,1,0,0,62845.83,62845.83,7855.72,66679.12,0,76075,24,20000,1157.96,0,1157.95,115.8,1273.75,23.45,24,30000,1211.66,0,1211.65,121.17,1332.82,23.45,248,95, 
98227,AUET005S25EE A4,Audi,E-tron,Audi E-tron Estate 300kW 55 Quattro 95kWh Sport 5Dr Auto [22kwch],2021,5,Electric,Estate,5,Auto,1,408,1,0,0,63516.67,63516.67,7939.58,67383.5,0,76880,24,20000,1176.12,0,1176.12,117.61,1293.73,23.45,24,30000,1229.82,0,1229.82,122.98,1352.8,23.8,252,95, 
98228,AUET005P25EE A4,Audi,E-tron,Audi E-tron Estate 300kW 55 Quattro 95kWh Sport 5Dr Auto [c+s] 22kWCh,2021,5,Electric,Estate,5,Auto,1,408,1,0,0,65095.83,65095.83,8136.97,69041.62,0,78775,24,20000,1216.08,0,1216.08,121.61,1337.69,23.8,24,30000,1270.58,0,1270.58,127.06,1397.64,24.15,250,95, 
98229,AUET005L25EE A4,Audi,E-tron,Audi E-tron Estate 300kW 55 Quattro 95kWh S Line 5Dr Auto [22kwch],2021,5,Electric,Estate,5,Auto,1,408,1,0,0,66933.33,66933.33,8366.66,70970.99,0,80980,24,20000,1222.73,0,1222.72,122.27,1344.99,24.85,24,30000,1279.62,0,1279.62,127.96,1407.58,25.2,252,95, 
98230,AUET005I25EE A4,Audi,E-tron,Audi E-tron Estate 300kW 55 Quattro 95kWh S Line 5Dr Auto C+S 22kWCh,2021,5,Electric,Estate,5,Auto,1,408,1,0,0,68512.5,68512.5,8564.06,72629.12,0,82875,24,20000,1262.66,0,1262.66,126.27,1388.93,25.2,24,30000,1320.37,0,1320.37,132.04,1452.41,25.9,251,95, 
98231,AUET005B25EE A4,Audi,E-tron,Audi E-tron Estate 300kW 55 Quattro 95kWh Black Ed 5Dr Auto [22kwch],2021,5,Electric,Estate,5,Auto,1,408,1,0,0,68225,68225,8528.12,72327.25,0,82530,24,20000,1203.58,0,1203.58,120.36,1323.94,26.25,24,30000,1263.69,0,1263.69,126.37,1390.06,26.6,251,95, 
98232,AUET00B525EE A4,Audi,E-tron,Audi E-tron Estate 300kW 55 Qtro 95kWh Black Ed 5Dr Auto C+S [22kwch],2021,5,Electric,Estate,5,Auto,1,408,1,0,0,69804.17,69804.17,8725.52,73985.37,0,84425,24,20000,1243.54,0,1243.54,124.35,1367.89,26.6,24,30000,1304.45,0,1304.45,130.45,1434.9,26.95,249,95, 
98233,AUET005V25EE A4,Audi,E-tron,Audi E-tron Estate 300kW 55 Quattro 95kWh Vorsprung 5Dr Auto [22kwch],2021,5,Electric,Estate,5,Auto,1,408,1,0,0,79600,79600,9950,84271,0,96180,24,20000,1440.96,0,1440.95,144.1,1585.05,29.75,24,30000,1509.07,0,1509.07,150.91,1659.98,30.45,233,95, 
98234,AUET00S225EE A4,Audi,E-tron,Audi E-tron Estate 370kW S Quattro 95kWh 5Dr Auto [22kwch],2021,5,Electric,Estate,5,Auto,1,503,1,0,0,74183.33,74183.33,2225.49,87040.4,0,89680,24,20000,1585.73,0,1585.74,158.57,1744.31,28.7,24,30000,1651.47,0,1651.47,165.15,1816.62,29.05,222,95, 
98235,AUET00SM25EE A4,Audi,E-tron,Audi E-tron Estate 370kW S Quattro 95kWh 5Dr Auto [c+s] [22kwch],2021,5,Electric,Estate,5,Auto,1,503,1,0,0,75762.5,75762.5,2272.87,88878.55,0,91575,24,20000,1631.76,0,1631.77,163.18,1794.95,29.05,24,30000,1698.3,0,1698.3,169.83,1868.13,29.75,221,95, 
98246,AUET005T25HE A4,Audi,E-tron,Audi E-tron Sportback 300kW 55 Quattro 95kWh Technik 5Dr Auto [22kwch],2021,5,Electric,Hatchback,5,Auto,1,408,1,0,0,62683.33,62683.33,7208.58,67260.69,0,75880,24,20000,1112.66,0,1112.66,111.27,1223.93,24.85,24,30000,1169.57,0,1169.57,116.96,1286.53,24.85,255,95, 
98247,AUET005C25HE A4,Audi,E-tron,Audi E-tron Sportback 300kW 55 Quattro 95kWh Technik 5Dr Auto C+S 22kWCh,2021,5,Electric,Hatchback,5,Auto,1,408,1,0,0,64262.5,64262.5,7390.18,68937.77,0,77775,24,20000,1153.26,0,1153.26,115.33,1268.59,25.2,24,30000,1210.98,0,1210.97,121.1,1332.07,25.55,253,95, 
98248,AUET005S25HE A4,Audi,E-tron,Audi E-tron Sportback 300kW 55 Quattro 95kWh Sport 5Dr Auto [22kwch],2021,5,Electric,Hatchback,5,Auto,1,408,1,0,0,64933.33,64933.33,7467.33,69650.19,0,78580,24,20000,1171.7,0,1171.7,117.17,1288.87,25.2,24,30000,1229.41,0,1229.41,122.94,1352.35,25.55,257,95, 
98249,AUET005P25HE A4,Audi,E-tron,Audi E-tron Sportback 300kW 55 Quattro 95kWh Sport 5Dr Auto [c+s] 22kWCh,2021,5,Electric,Hatchback,5,Auto,1,408,1,0,0,66512.5,66512.5,7648.93,71327.27,0,80475,24,20000,1212.3,0,1212.3,121.23,1333.53,25.9,24,30000,1271.59,0,1271.6,127.16,1398.76,25.55,256,95, 
98250,AUET005L25HE A4,Audi,E-tron,Audi E-tron Sportback 300kW 55 Quattro 95kWh S Line 5Dr Auto [22kwch],2021,5,Electric,Hatchback,5,Auto,1,408,1,0,0,68350,68350,7860.25,73278.7,0,82680,24,20000,1217.27,0,1217.27,121.73,1339,26.95,24,30000,1278.97,0,1278.98,127.9,1406.88,26.95,261,95, 
98251,AUET005I25HE A4,Audi,E-tron,Audi E-tron Sportback 300kW 55 Quattro 95kWh S Line 5Dr Auto C+S 22kWCh,2021,5,Electric,Hatchback,5,Auto,1,408,1,0,0,69929.17,69929.17,8041.85,74955.77,0,84575,24,20000,1257.87,0,1257.87,125.79,1383.66,27.3,24,30000,1320.38,0,1320.38,132.04,1452.42,27.65,260,95, 
98252,AUET005B25HE A4,Audi,E-tron,Audi E-tron Sportback 300kW 55 Quattro 95kWh Black Ed 5Dr Auto [22kwch],2021,5,Electric,Hatchback,5,Auto,1,408,1,0,0,69641.67,69641.67,8008.79,74650.45,0,84230,24,20000,1229.92,0,1229.92,122.99,1352.91,27.65,24,30000,1293.24,0,1293.24,129.32,1422.56,28,261,95, 
98253,AUET00B525HE A4,Audi,E-tron,Audi E-tron Sportback 300kW 55 Qtro 95kWh Black Ed 5Dr Auto C+S [22kwch],2021,5,Electric,Hatchback,5,Auto,1,408,1,0,0,71220.83,71220.83,8190.39,76327.52,0,86125,24,20000,1270.52,0,1270.52,127.05,1397.57,28,24,30000,1334.65,0,1334.64,133.47,1468.11,28.35,259,95, 
98254,AUET005V25HE A4,Audi,E-tron,Audi E-tron Sportback 300kW 55 Quattro 95kWh Vorsprung 5Dr Auto [22kwch],2021,5,Electric,Hatchback,5,Auto,1,408,1,0,0,81016.67,81016.67,9316.91,86730.7,0,97880,24,20000,1377.33,0,1377.33,137.73,1515.06,33.25,24,30000,1453.45,0,1453.46,145.35,1598.81,33.25,237,95, 
98255,AUET00S225HE A4,Audi,E-tron,Audi E-tron Sportback 370kW S Quattro 95kWh 5Dr Auto [22kwch],2021,5,Electric,Hatchback,5,Auto,1,503,1,0,0,75683.33,75683.33,2270.49,88786.4,0,91480,24,20000,1529.28,0,1529.28,152.93,1682.21,31.5,24,30000,1601.42,0,1601.42,160.14,1761.56,31.85,224,95, 
98256,AUET00SM25HE A4,Audi,E-tron,Audi E-tron Sportback 370kW S Quattro 95kWh 5Dr Auto [c+s] [22kwch],2021,5,Electric,Hatchback,5,Auto,1,503,1,0,0,77262.5,77262.5,2317.87,90624.55,0,93375,24,20000,1575.31,0,1575.31,157.53,1732.84,32.2,24,30000,1649.05,0,1649.05,164.91,1813.96,31.85,223,95, 
98276,ABA614ESS3HPTM  1,Abarth,695C,Abarth 695 Hatchback 1.4 T-jet 180 Esseesse 3Dr,2021,3,Petrol,Hatchback,4,Manual,5,180,1368,156,40.9,25228.53,25228.53,2522.85,28612.81,0,31125.01,24,20000,493.66,0,493.66,49.37,543.03,11.9,24,30000,523.22,0,523.22,52.32,575.54,10.85,0,0, 
98277,VWTS15LIF5EPTM  1,Volkswagen,Tiguan Allspace,Volkswagen Tiguan Allspace Estate 1.5 TSI Life 5Dr,2021,5,Petrol,Estate,7,Manual,6,150,1498,154,41.5,27091.67,27091.67,3657.37,29372.15,0,33145.01,24,20000,416.61,0,416.6,41.66,458.26,13.3,24,30000,449.64,0,449.64,44.96,494.6,12.95,0,0, 
98278,VWTS15LIF5EPTA  1,Volkswagen,Tiguan Allspace,Volkswagen Tiguan Allspace Estate 1.5 TSI Life 5Dr DSG,2021,5,Petrol,Estate,7,Semi-auto,7,150,1498,163,39.2,28445.83,28445.83,3840.18,30777.77,0,34770,24,20000,435.82,0,435.81,43.58,479.39,13.65,24,30000,469.73,0,469.72,46.97,516.69,13.65,0,0, 
98279,VWTS15ELE5EPTA  1,Volkswagen,Tiguan Allspace,Volkswagen Tiguan Allspace Estate 1.5 TSI Elegance 5Dr DSG,2021,5,Petrol,Estate,7,Semi-auto,7,150,1498,173,37.2,31104.17,31104.17,4199.06,33897.13,0,37960.01,24,20000,503.45,0,503.45,50.35,553.8,14.7,24,30000,539.96,0,539.96,54,593.96,14.35,0,0, 
98280,VWTS15RLI5EPTA  1,Volkswagen,Tiguan Allspace,Volkswagen Tiguan Allspace Estate 1.5 TSI R-line 5Dr DSG,2021,5,Petrol,Estate,7,Semi-auto,7,150,1498,169,37.7,31466.67,31466.67,4248,33913.4,0,38395.01,24,20000,495.44,0,495.43,49.54,544.97,14.7,24,30000,531.94,0,531.94,53.19,585.13,14.7,0,0, 
98281,VWTS20ELE5EPTA4 1,Volkswagen,Tiguan Allspace,Volkswagen Tiguan Allspace Estate 2.0 TSI 4Motion Elegance 5Dr DSG,2021,5,Petrol,Estate,7,Semi-auto,7,190,1984,197,32.5,33762.5,33762.5,4557.93,37131.48,0,41150,24,20000,585.05,0,585.06,58.51,643.57,15.4,24,30000,623.32,0,623.32,62.33,685.65,15.75,0,0, 
98282,VWTS20RLI5EPTA4 1,Volkswagen,Tiguan Allspace,Volkswagen Tiguan Allspace Estate 2.0 TSI 4Motion R-line 5Dr DSG,2021,5,Petrol,Estate,7,Semi-auto,7,190,1984,193,33.2,34125,34125,4606.87,37507.75,0,41585,24,20000,591.63,0,591.63,59.16,650.79,15.75,24,30000,630.75,0,630.75,63.08,693.83,15.75,0,0, 
98283,VWTS202RI5EPTA4 1,Volkswagen,Tiguan Allspace,Volkswagen Tiguan Allspace Estate 2.0 TSI 245 4Motion R-line 5Dr DSG,2021,5,Petrol,Estate,7,Semi-auto,7,245,1984,203,31.4,36320.83,36320.83,4903.31,39787.02,0,44220,24,20000,652.65,0,652.65,65.27,717.92,16.1,24,30000,692.64,0,692.64,69.26,761.9,16.1,0,0, 
98286,VWTS20LIF5EDTM  1,Volkswagen,Tiguan Allspace,Volkswagen Tiguan Allspace Diesel Estate 2.0 TDI Life 5Dr,2021,5,Diesel,Estate,7,Manual,6,150,1968,140,53.3,29212.5,29212.5,3943.68,31218.58,0,35690,24,20000,491.75,0,491.75,49.18,540.93,12.95,24,30000,523.91,0,523.91,52.39,576.3,12.6,0,0,RDE 2
98287,VWTS20LIF5EDTA  1,Volkswagen,Tiguan Allspace,Volkswagen Tiguan Allspace Diesel Estate 2.0 TDI Life 5Dr DSG,2021,5,Diesel,Estate,7,Semi-auto,7,150,1968,149,49.6,30566.67,30566.67,4126.5,32624.2,0,37315.01,24,20000,511.83,0,511.82,51.18,563,13.3,24,30000,544.85,0,544.85,54.49,599.34,13.65,0,0,RDE 2
98288,VWTS20LIF5EDTA4 1,Volkswagen,Tiguan Allspace,Volkswagen Tiguan Allspace Diesel Estate 2.0 TDI 4Motion Life 5Dr DSG,2021,5,Diesel,Estate,7,Semi-auto,7,150,1968,163,47.1,31925,31925,4309.87,34389.15,0,38945,24,20000,550.79,0,550.78,55.08,605.86,14,24,30000,585.57,0,585.56,58.56,644.12,13.65,0,0,RDE 2
98289,VWTS20ELE5EDTA  1,Volkswagen,Tiguan Allspace,Volkswagen Tiguan Allspace Diesel Estate 2.0 TDI Elegance 5Dr DSG,2021,5,Diesel,Estate,7,Semi-auto,7,150,1968,158,47.1,33225,33225,4485.37,35738.55,0,40505,24,20000,595.51,0,595.52,59.55,655.07,14,24,30000,630.29,0,630.3,63.03,693.33,14.35,0,0,RDE 2
98290,VWTS20ELE5EDTA4 1,Volkswagen,Tiguan Allspace,Volkswagen Tiguan Allspace Diesel Estate 2.0 TDI 4Motion Elegance 5Dr DSG,2021,5,Diesel,Estate,7,Semi-auto,7,150,1968,173,42.8,34583.33,34583.33,4668.74,37508.5,0,42135,24,20000,634.69,0,634.69,63.47,698.16,14.7,24,30000,671.21,0,671.2,67.12,738.32,14.7,0,0,RDE 2
98291,VWTS20RLI5EDTA  1,Volkswagen,Tiguan Allspace,Volkswagen Tiguan Allspace Diesel Estate 2.0 TDI R-line 5Dr DSG,2021,5,Diesel,Estate,7,Semi-auto,7,150,1968,155,47.9,33587.5,33587.5,4534.31,36114.82,0,40940,24,20000,602.09,0,602.09,60.21,662.3,14.35,24,30000,637.74,0,637.74,63.77,701.51,14.35,0,0,RDE 2
98292,VWTS20RLI5EDTA4 1,Volkswagen,Tiguan Allspace,Volkswagen Tiguan Allspace Diesel Estate 2.0 TDI 4Motion R-line 5Dr DSG,2021,5,Diesel,Estate,7,Semi-auto,7,150,1968,169,44.1,34945.83,34945.83,4717.68,37524.77,0,42570,24,20000,626.67,0,626.66,62.67,689.33,15.05,24,30000,664.04,0,664.04,66.4,730.44,14.7,0,0,RDE 2
98293,VWTS202EL5EDTA4 1,Volkswagen,Tiguan Allspace,Volkswagen Tiguan Allspace Diesel Estate 2.0 TDI 200 4Motion Elegance 5Dr DSG,2021,5,Diesel,Estate,7,Semi-auto,7,200,1968,180,40.9,36208.33,36208.33,4888.12,39195.25,0,44085,24,20000,669.2,0,669.2,66.92,736.12,15.05,24,30000,706.6,0,706.59,70.66,777.25,15.4,0,0,RDE 2
98294,VWTS202RN5EDTA4 1,Volkswagen,Tiguan Allspace,Volkswagen Tiguan Allspace Diesel Estate 2.0 TDI 200 4Motion R-line 5Dr DSG,2021,5,Diesel,Estate,7,Semi-auto,7,200,1968,175,42.2,36570.83,36570.83,4937.06,39571.52,0,44520,24,20000,675.75,0,675.76,67.58,743.34,15.4,24,30000,714.02,0,714.02,71.4,785.42,15.4,0,0,RDE 2
98312,SEAN10SE 5HPTM  1,Seat,Arona,Seat Arona Hatchback 1.0 TSI SE 5Dr,2021,5,Petrol,Hatchback,5,Manual,5,95,999,124,48.7,17070.83,17070.83,2560.62,17657.24,0,20485,24,20000,281.38,0,281.37,28.14,309.51,7.55,24,30000,297.48,0,297.47,29.75,327.22,7.55,0,0, 
98313,SEAN10FR 5HPTA  1,Seat,Arona,Seat Arona Hatchback 1.0 TSI 110 FR 5Dr DSG,2021,5,Petrol,Hatchback,5,Semi-auto,7,110,999,135,44.1,20816.67,20816.67,3122.5,21517.99,0,24980,24,20000,347.56,0,347.54,34.76,382.3,8.4,24,30000,368.41,0,368.4,36.84,405.24,8.75,0,0, 
98314,SEAN10SE05HPTA  1,Seat,Arona,Seat Arona Hatchback 1.0 TSI 110 SE 5Dr DSG,2021,5,Petrol,Hatchback,5,Semi-auto,7,110,999,134,44.1,18104.17,18104.17,2715.62,18751.25,0,21725,24,20000,298.57,0,298.56,29.86,328.42,7.55,24,30000,316.83,0,316.82,31.68,348.5,7.7,0,0, 
98315,SEAN10FR 5HPTM  1,Seat,Arona,Seat Arona Hatchback 1.0 TSI 110 FR 5Dr,2021,5,Petrol,Hatchback,5,Manual,6,110,999,121,47.9,19916.67,19916.67,2987.5,20559.99,0,23900,24,20000,320.04,0,320.04,32,352.04,7.7,24,30000,338.68,0,338.68,33.87,372.55,8.75,0,0, 
98316,SEAN10SEY5HPTM  1,Seat,Arona,Seat Arona Hatchback 1.0 TSI SE Technology 5Dr,2021,5,Petrol,Hatchback,5,Manual,5,95,999,124,48.7,17900,17900,2685,18503,0,21480,24,20000,301.58,0,301.58,30.16,331.74,7.55,24,30000,318.52,0,318.52,31.85,350.37,7.55,0,0, 
98317,SEAN10SY15HPTA  1,Seat,Arona,Seat Arona Hatchback 1.0 TSI 110 SE Technology 5Dr DSG,2021,5,Petrol,Hatchback,5,Semi-auto,7,110,999,134,44.1,18933.33,18933.33,2839.99,19597,0,22720,24,20000,320.24,0,320.24,32.02,352.26,7.55,24,30000,338.52,0,338.51,33.85,372.36,8.05,0,0, 
98318,SEAN10FS 5HPTM  1,Seat,Arona,Seat Arona Hatchback 1.0 TSI 110 FR Sport 5Dr,2021,5,Petrol,Hatchback,5,Manual,6,110,999,124,47.9,20816.67,20816.67,3122.5,21477.99,0,24980,24,20000,333.48,0,333.47,33.35,366.82,8.4,24,30000,353.8,0,353.79,35.38,389.17,8.75,0,0, 
98319,SEAN10FS 5HPTA  1,Seat,Arona,Seat Arona Hatchback 1.0 TSI 110 FR Sport 5Dr DSG,2021,5,Petrol,Hatchback,5,Semi-auto,7,110,999,138,44.1,21716.67,21716.67,3257.5,22435.99,0,26060,24,20000,362.26,0,362.26,36.23,398.49,8.75,24,30000,383.99,0,383.99,38.4,422.39,9.1,0,0, 
98320,SEAN10XP 5HPTM  1,Seat,Arona,Seat Arona Hatchback 1.0 TSI 110 Xperience 5Dr,2021,5,Petrol,Hatchback,5,Manual,6,110,999,121,47.9,20516.67,20516.67,3077.5,21171.99,0,24620,24,20000,341.42,0,341.41,34.14,375.55,7.7,24,30000,360.04,0,360.04,36,396.04,8.75,0,0, 
98321,SEAN10XP 5HPTA  1,Seat,Arona,Seat Arona Hatchback 1.0 TSI 110 Xperience 5Dr DSG,2021,5,Petrol,Hatchback,5,Semi-auto,7,110,999,135,44.1,21350,21350,3202.5,22062,0,25620,24,20000,367.08,0,367.08,36.71,403.79,8.4,24,30000,387.94,0,387.94,38.79,426.73,8.75,0,0, 
98322,SEAN10XPL5HPTM  1,Seat,Arona,Seat Arona Hatchback 1.0 TSI 110 Xperience Lux 5Dr,2021,5,Petrol,Hatchback,5,Manual,6,110,999,124,47.9,21800,21800,3270,22481,0,26160,24,20000,361.72,0,361.71,36.17,397.88,8.75,24,30000,382.89,0,382.88,38.29,421.17,8.75,0,0, 
98323,SEAN10XPL5HPTA  1,Seat,Arona,Seat Arona Hatchback 1.0 TSI 110 Xperience Lux 5Dr DSG,2021,5,Petrol,Hatchback,5,Semi-auto,7,110,999,137,44.1,22633.33,22633.33,3394.99,23371,0,27160,24,20000,388.91,0,388.9,38.89,427.79,8.75,24,30000,410.64,0,410.64,41.06,451.7,9.1,0,0, 
98324,SEAN15FR 5HPTA  1,Seat,Arona,Seat Arona Hatchback 1.5 TSI 150 FR 5Dr DSG,2021,5,Petrol,Hatchback,5,Semi-auto,7,150,1498,140,42.8,21054.17,21054.17,3158.12,21760.25,0,25265,24,20000,342.32,0,342.32,34.23,376.55,8.75,24,30000,364.07,0,364.06,36.41,400.47,8.75,0,0, 
98325,SEAN15FS 5HPTA  1,Seat,Arona,Seat Arona Hatchback 1.5 TSI 150 FR Sport 5Dr DSG,2021,5,Petrol,Hatchback,5,Semi-auto,7,150,1498,142,42.8,21954.17,21954.17,3293.12,22678.25,0,26345,24,20000,357.05,0,357.05,35.71,392.76,8.75,24,30000,378.8,0,378.79,37.88,416.67,9.45,0,0, 
98326,FIPA09WDT5HPTM4 2,Fiat,Panda,Fiat Panda Hatchback 0.9 Twinair [85] Wild 4x4 [touchscreen] 5Dr,2021,5,Petrol,Hatchback,4,Manual,6,85,875,156,40.9,13349.17,13349.17,1334.91,15783.1,0,16745,24,20000,310.05,0,310.05,31.01,341.06,8.05,24,30000,330.07,0,330.05,33.01,363.06,7.55,0,0, 
98327,FIPA09WTS5HPTM4 2,Fiat,Panda,Fiat Panda Hatchback 0.9 Twinair [85] Wild 4x4 [touch/style Pack] 5Dr,2021,5,Petrol,Hatchback,4,Manual,6,85,875,156,40.9,13765.83,13765.83,0,17885,0,17245,24,20000,378.61,0,378.61,37.86,416.47,8.4,24,30000,399.48,0,399.48,39.95,439.43,7.7,0,0, 
98328,FIPA09WT55HPTM4 2,Fiat,Panda,Fiat Panda Hatchback 0.9 Twinair [85] Wild 4x4 [touch] [5 Seat] 5Dr,2021,5,Petrol,Hatchback,5,Manual,6,85,875,156,40.9,13536.67,13536.67,0,17610,0,16970,24,20000,375.7,0,375.69,37.57,413.26,8.05,24,30000,395.7,0,395.69,39.57,435.26,7.55,0,0, 
98329,FIPA09WS55HPTM4 2,Fiat,Panda,Fiat Panda Hatchback 0.9 Twinair [85] Wild 4x4 [touch/style/5 Seat] 5Dr,2021,5,Petrol,Hatchback,5,Manual,6,85,875,156,40.9,13953.33,13953.33,0,18110,0,17470,24,20000,386.7,0,386.69,38.67,425.36,8.4,24,30000,407.58,0,407.57,40.76,448.33,7.7,0,0, 
98330,FIPA09CTS5HPTM4 2,Fiat,Panda,Fiat Panda Hatchback 0.9 Twinair [85] Cross 4x4 [touchscreen] 5Dr,2021,5,Petrol,Hatchback,5,Manual,6,85,875,156,40.9,14765.83,14765.83,1476.58,17313.09,0,18445,24,20000,339.8,0,339.8,33.98,373.78,9.1,24,30000,362.41,0,362.41,36.24,398.65,8.4,0,0, 
98331,FIPA10CFT5HPIM  2,Fiat,Panda,Fiat Panda Hatchback 1.0 Mild Hybrid City Life [touchscreen] 5Dr,2021,5,Petrol,Hatchback,4,Manual,6,70,999,125,53.3,10578.33,10578.33,1057.83,12395.59,0,13420,24,20000,249.26,0,249.26,24.93,274.19,7.55,24,30000,264.5,0,264.5,26.45,290.95,7.55,0,0, 
98332,MSLE20GT 5EPTA4,Maserati,Levante,Maserati Levante Estate Hybrid GT 5Dr Auto,2021,5,Petrol,Estate,5,Semi-auto,8,330,1995,220,29.1,57000,57000,7410,60983,0,68400,24,20000,1224.65,0,1224.65,122.47,1347.12,20.3,24,30000,1275.08,0,1275.08,127.51,1402.59,19.95,0,0, 
98333,MSLE20GTP5EPTA4,Maserati,Levante,Maserati Levante Estate Hybrid GT Sport Pack 5Dr Auto,2021,5,Petrol,Estate,5,Semi-auto,8,330,1995,220,29.1,61000,61000,7930,65159,0,73200,24,20000,1319.93,0,1319.92,131.99,1451.91,21.35,24,30000,1372.96,0,1372.95,137.3,1510.25,21.35,0,0, 
98334,MSLE30MOD5EPTA4,Maserati,Levante,Maserati Levante Estate V6 Modena 5Dr Auto,2021,5,Petrol,Estate,5,Semi-auto,8,350,2979,284,22.6,65037.5,65037.5,8454.87,70319.15,0,78045,24,20000,1402.71,0,1402.71,140.27,1542.98,23.45,24,30000,1460.96,0,1460.96,146.1,1607.06,23.45,0,0, 
98335,MSLE30MOS5EPTA4,Maserati,Levante,Maserati Levante Estate V6 Modena S 5Dr Auto,2021,5,Petrol,Estate,5,Semi-auto,8,430,2979,272,22.4,74087.5,74087.5,9631.37,79767.35,0,88905,24,20000,1610.88,0,1610.88,161.09,1771.97,26.25,24,30000,1676.09,0,1676.09,167.61,1843.7,25.9,0,0, 
98336,FIPA10CUS5HPIM  2,Fiat,Panda,Fiat Panda Hatchback 1.0 Mild Hybrid City Life [touch/style Pack] 5Dr,2021,5,Petrol,Hatchback,4,Manual,6,70,999,125,53.3,10995,10995,0,14165,0,13920,24,20000,304.27,0,304.26,30.43,334.69,7.55,24,30000,320.37,0,320.35,32.04,352.39,7.55,0,0, 
98337,FIPA10CO55HPIM  2,Fiat,Panda,Fiat Panda Hatchback 1.0 Mild Hybrid City Life [touchscreen/5 Seat] 5Dr,2021,5,Petrol,Hatchback,5,Manual,6,70,999,125,53.3,10765.83,10765.83,0,13890,0,13645,24,20000,301.43,0,301.43,30.14,331.57,7.55,24,30000,316.69,0,316.68,31.67,348.35,7.55,0,0, 
98338,FIPA10CS55HPIM  2,Fiat,Panda,Fiat Panda Hatchback 1.0 Mild Hybrid City Life [touch/style/5 Seat] 5Dr,2021,5,Petrol,Hatchback,5,Manual,6,70,999,125,53.3,11182.5,11182.5,0,14390,0,14145,24,20000,312.11,0,312.11,31.21,343.32,7.55,24,30000,328.2,0,328.2,32.82,361.02,7.55,0,0, 
98339,FIPA10SOT5HPIM  2,Fiat,Panda,Fiat Panda Hatchback 1.0 Mild Hybrid Sport [touchscreen] 5Dr,2021,5,Petrol,Hatchback,4,Manual,6,70,999,125,53.3,11161.67,11161.67,1116.16,13025.6,0,14120,24,20000,256.03,0,256.02,25.6,281.62,7.55,24,30000,272.11,0,272.1,27.21,299.31,7.55,0,0, 
98340,FIPA10ST55HPIM  2,Fiat,Panda,Fiat Panda Hatchback 1.0 Mild Hybrid Sport [touchscreen/5 Seat] 5Dr,2021,5,Petrol,Hatchback,5,Manual,6,70,999,125,53.3,11349.17,11349.17,0,14590,0,14345,24,20000,310.64,0,310.63,31.06,341.69,7.55,24,30000,326.71,0,326.71,32.67,359.38,7.55,0,0, 
98341,FIPA10CCT5HPIM  2,Fiat,Panda,Fiat Panda Hatchback 1.0 Mild Hybrid City Cross [touchscreen] 5Dr,2021,5,Petrol,Hatchback,5,Manual,6,70,999,127,49.6,11745,11745,1174.5,13655.6,0,14820,24,20000,261.07,0,261.07,26.11,287.18,7.55,24,30000,278.86,0,278.86,27.89,306.75,7.55,0,0, 
98342,MSGH20GT 4SPTA  1,Maserati,Ghibli,Maserati Ghibli Saloon Hybrid GT 4Dr Auto,2021,4,Petrol,Saloon,5,Semi-auto,8,330,1995,183,34.9,54645.83,54645.83,9836.24,54771.5,0,65575,24,20000,1057.57,0,1057.56,105.76,1163.32,22.75,24,30000,1114.07,0,1114.07,111.41,1225.48,22.4,0,0, 
