CAP CODE,Manufacturer,Model,Variant,Basic List Price
POPA294  5HXTA4 1,Porsche,Panamera,Porsche Panamera Hatchback 2.9 V6 4 E-hybrid 5Dr PDK,71100
POPA294S 5HPTA4 1,Porsche,Panamera,Porsche Panamera Hatchback 2.9 V6 4S 5Dr PDK,78391.67
POPA294S55HPTA4 1,Porsche,Panamera,Porsche Panamera Hatchback 2.9 V6 4S [5 Seats] 5Dr PDK,78913.33
POPA294  5EXTA4 1,Porsche,Panamera,Porsche Panamera Sport Turismo 2.9 V6 4 E-hybrid 5Dr PDK,72891.67
POPA294S 5EPTA4 1,Porsche,Panamera,Porsche Panamera Sport Turismo 2.9 V6 4S 5Dr PDK,80883.33
SKOC20VRS5HDTA  5,Skoda,Octavia,Skoda Octavia Diesel Hatchback 2.0 TDI 200 vRS 5Dr DSG,28666.67
SKOC20VRS5HDTA4 5,Skoda,Octavia,Skoda Octavia Diesel Hatchback 2.0 TDI 200 vRS 4x4 5Dr DSG,29870.83
SKOC20VRS5EDTA  5,Skoda,Octavia,Skoda Octavia Diesel Estate 2.0 TDI 200 vRS 5Dr DSG,29691.67
SKOC20VRS5EDTA4 5,Skoda,Octavia,Skoda Octavia Diesel Estate 2.0 TDI 200 vRS 4x4 5Dr DSG,30895.83
DSD7168PL5HPTA,DS,DS 7,DS 7 Crossback Hatchback 1.6 Puretech 180 Performance Line + 5Dr Eat8,32270.83
DSD716PLI5HXTA,DS,DS 7,DS 7 Crossback Hatchback 1.6 E-tense Performance Line + 5Dr Eat8,37829.17
DSD716PLI5HXTA4,DS,DS 7,DS 7 Crossback Hatchback 1.6 E-tense 4X4 Performance Line + 5Dr Eat8,41995.83
DSD715PLI5HDTA,DS,DS 7,DS 7 Diesel Crossback Hatchback 1.5 Bluehdi Performance Line + 5Dr Eat8,31620.83
AUQ3155TC5EPTM  2,Audi,Q3,Audi Q3 Estate 35 Tfsi Technik 5Dr [comfort+sound Pack],26562.5
AUQ3155TC5EPTA  2,Audi,Q3,Audi Q3 Estate 35 Tfsi Technik 5Dr S Tronic [comfort+sound Pack],27879.17
AUQ3205TC5EDTA  2,Audi,Q3,Audi Q3 Diesel Estate 35 TDI Technik 5Dr S Tronic [comfort+sound Pack],29212.5
VWAR20R325EPTA4,Volkswagen,Arteon,Volkswagen Arteon Shooting Brake 2.0 TSI R 5Dr 4MOTION DSG,44979.17
HYKN10SEC5HPTM  1,Hyundai,Kona,Hyundai Kona Hatchback 1.0 Tgdi 48V Mhev SE Connect 5Dr,17305
HYKN10PRM5HPTM  1,Hyundai,Kona,Hyundai Kona Hatchback 1.0 Tgdi 48V Mhev Premium 5Dr,19471.67
HYKN10ULT5HPTM  1,Hyundai,Kona,Hyundai Kona Hatchback 1.0 Tgdi 48V Mhev Ultimate 5Dr,21388.33
AUA314SC 5HXTA  5,Audi,A3,Audi A3 Sportback 45 Tfsi e S Line Competition 5Dr S Tronic,31812.5
AUA314SLO5HXTA  5,Audi,A3,Audi A3 Sportback 45 Tfsi e S Line Competition 5Dr S Tronic [c+s],32808.33
TOHL25EXL5EHIA4,Toyota,Highlander,Toyota Highlander Estate 2.5 Vvt-i Hybrid Excel 5Dr CVT,41928.33
TOHL25EPC5EHIA4,Toyota,Highlander,Toyota Highlander Estate 2.5 Vvt-i Hybrid Excel Premium 5Dr CVT,43578.33
AUQ530SQ55EDTA4 3,Audi,Q5,Audi Q5 Diesel Estate SQ5 TDI Quattro 5Dr Tiptronic,47800
AUQ530SQC5EDTA4 3,Audi,Q5,Audi Q5 Diesel Estate SQ5 TDI Quattro 5Dr Tiptronic [c+s Pack],48962.5
AUQ530S5V5EDTA4 3,Audi,Q5,Audi Q5 Diesel Estate SQ5 TDI Quattro Vorsprung 5Dr Tiptronic,60425
HYTU16SEC5EPTM  4,Hyundai,Tucson,Hyundai Tucson Estate 1.6 Tgdi SE Connect 5Dr 2WD,23263.33
HYTU16PRM5EPTM  4,Hyundai,Tucson,Hyundai Tucson Estate 1.6 Tgdi Premium 5Dr 2WD,24680
HYTU16ULT5EPTM  4,Hyundai,Tucson,Hyundai Tucson Estate 1.6 Tgdi Ultimate 5Dr 2WD,26930
HYTU16CSE5EPTA  4,Hyundai,Tucson,Hyundai Tucson Estate 1.6 Tgdi 48V MHD SE Connect 5Dr 2WD DCT,25075.83
HYTU16PEM5EPTA  4,Hyundai,Tucson,Hyundai Tucson Estate 1.6 Tgdi 48V MHD Premium 5Dr 2WD DCT,26742.5
HYTU16UMT5EPTA  4,Hyundai,Tucson,Hyundai Tucson Estate 1.6 Tgdi 48V MHD Ultimate 5Dr 2WD DCT,29117.5
HYTU16UMT5EPTA4 4,Hyundai,Tucson,Hyundai Tucson Estate 1.6 Tgdi 48V MHD 180 Ultimate 5Dr 4WD DCT,30675.83
HYTU16SEC5EHTA  4,Hyundai,Tucson,Hyundai Tucson Estate 1.6 Tgdi Hybrid 230 SE Connect 5Dr 2WD Auto,26709.17
HYTU16PRM5EHTA  4,Hyundai,Tucson,Hyundai Tucson Estate 1.6 Tgdi Hybrid 230 Premium 5Dr 2WD Auto,28542.5
HYTU16ULT5EHTA  4,Hyundai,Tucson,Hyundai Tucson Estate 1.6 Tgdi Hybrid 230 Ultimate 5Dr 2WD Auto,30792.5
AUQS20SP 5EPTA4,Audi,Q5,Audi Q5 Sportback 45 Tfsi Quattro Sport 5Dr S Tronic,39466.67
AUQS20SL 5EPTA4,Audi,Q5,Audi Q5 Sportback 45 Tfsi Quattro S Line 5Dr S Tronic,41591.67
AUQS20VOR5EPTA4,Audi,Q5,Audi Q5 Sportback 45 Tfsi Quattro Vorsprung 5Dr S Tronic,54216.67
AUQS20SP 5EDTA4,Audi,Q5,Audi Q5 Diesel Sportback 40 TDI Quattro Sport 5Dr S Tronic,39270.83
AUQS20SL 5EDTA4,Audi,Q5,Audi Q5 Diesel Sportback 40 TDI Quattro S Line 5Dr S Tronic,41395.83
AUQS20VOR5EDTA4,Audi,Q5,Audi Q5 Diesel Sportback 40 TDI Quattro Vorsprung 5Dr S Tronic,54020.83
AUQS30SQ55EDTA4,Audi,Q5,Audi Q5 Diesel Sportback SQ5 TDI Quattro 5Dr Tiptronic,49841.67
AUQS30S5V5EDTA4,Audi,Q5,Audi Q5 Diesel Sportback SQ5 TDI Quattro Vorsprung 5Dr Tiptronic,62466.67
AUQS20ED15EPTA4,Audi,Q5,Audi Q5 Sportback Special Editions 45 Tfsi Quattro Edition 1 5Dr S Tronic,45341.67
AUQS20ED15EDTA4,Audi,Q5,Audi Q5 Sportback Special Editions 40 TDI Quattro Edition 1 5Dr S Tronic,45145.83
PE20151AP5EDTM  2,Peugeot,2008,Peugeot 2008 Diesel Estate 1.5 Bluehdi 110 Active Premium 5Dr,19450
PE2015AP05EDTM  2,Peugeot,2008,Peugeot 2008 Diesel Estate 1.5 Bluehdi 110 Allure Premium 5Dr,20783.33
PE2012GT 5EPTM  2,Peugeot,2008,Peugeot 2008 Estate 1.2 Puretech 130 GT 5Dr,22408.33
PE2012GT 5EPTA  2,Peugeot,2008,Peugeot 2008 Estate 1.2 Puretech 130 GT 5Dr Eat8,23708.33
PE2012GTR5EPTA  2,Peugeot,2008,Peugeot 2008 Estate 1.2 Puretech 130 GT Premium 5Dr Eat8,24708.33
PE2012GP55EPTA  2,Peugeot,2008,Peugeot 2008 Estate 1.2 Puretech 155 GT Premium 5Dr Eat8,25500
PE2000GTR5EE A  2,Peugeot,2008,Peugeot E-2008 Electric Estate 100kW GT Premium 50kWh 5Dr Auto,31704.17
FITI10   5HPTM  2,Fiat,Tipo,Fiat Tipo Hatchback 1.0 5Dr,15528.33
FITC10   5HPTM,Fiat,Tipo Cross,Fiat Tipo Cross Hatchback 1.0 5Dr,18028.33
AUA730S735HDTA4 2,Audi,A7,Audi A7 Diesel Sportback S7 TDI 344 Quattro 5Dr Tip Auto,57575
AUA730SC45HDTA4 2,Audi,A7,Audi A7 Diesel Sportback S7 TDI 344 Quattro 5Dr Tip Auto [comfort+sound],59487.5
AUA730SB45HDTA4 2,Audi,A7,Audi A7 Diesel Sportback S7 TDI 344 Quattro Black Edition 5Dr Tip Auto,59075
AUA7307S45HDTA4 2,Audi,A7,Audi A7 Diesel Sportback S7 TDI 344 Quattro Black Ed 5Dr Tip Auto [c+s],60987.5
AUA730SV35HDTA4 2,Audi,A7,Audi A7 Diesel Sportback S7 TDI 344 Quattro Vorsprung 5Dr Tip Auto,73325
PE2812GT 5HPTM  2,Peugeot,208,Peugeot 208 Hatchback 1.2 Puretech 100 GT 5Dr,18341.67
PE2812GT 5HPTA  2,Peugeot,208,Peugeot 208 Hatchback 1.2 Puretech 100 GT 5Dr Eat8,19533.33
PE2812GTR5HPTM  2,Peugeot,208,Peugeot 208 Hatchback 1.2 Puretech 100 GT Premium 5Dr,19091.67
PE28123GT5HPTA  2,Peugeot,208,Peugeot 208 Hatchback 1.2 Puretech 130 GT 5Dr Eat8,20508.33
PE28123TP5HPTA  2,Peugeot,208,Peugeot 208 Hatchback 1.2 Puretech 130 GT Premium 5Dr Eat8,21258.33
PE2815GT 5HDTM  2,Peugeot,208,Peugeot 208 Diesel Hatchback 1.5 Bluehdi 100 GT 5Dr,19775
PE2800GTR5HE A  2,Peugeot,208,Peugeot E-208 Electric Hatchback 100kW GT Premium 50kWh 5Dr Auto,27587.5
AUA6306S44SDTA4 6,Audi,A6,Audi A6 Diesel Saloon S6 TDI 344 Quattro 4Dr Tip Auto,50900
AUA63063S4SDTA4 6,Audi,A6,Audi A6 Diesel Saloon S6 TDI 344 Quattro 4Dr Tip Auto [comfort+sound],52812.5
AUA630BS44SDTA4 6,Audi,A6,Audi A6 Diesel Saloon S6 TDI 344 Quattro Black Edition 4Dr Tip Auto,52400
AUA630BC44SDTA4 6,Audi,A6,Audi A6 Diesel Saloon S6 TDI 344 Quattro Black Ed 4Dr Tip Auto [c+s],54312.5
AUA630V644SDTA4 6,Audi,A6,Audi A6 Diesel Saloon S6 TDI 344 Quattro Vorsprung 4Dr Tip Auto,65816.67
AUA6306S45EDTA4 6,Audi,A6,Audi A6 Diesel Avant S6 TDI 344 Quattro 5Dr Tip Auto,52691.67
AUA63063S5EDTA4 6,Audi,A6,Audi A6 Diesel Avant S6 TDI 344 Quattro 5Dr Tip Auto [comfort+sound],54604.17
AUA630BS45EDTA4 6,Audi,A6,Audi A6 Diesel Avant S6 TDI 344 Quattro Black Edition 5Dr Tip Auto,54191.67
AUA630BC45EDTA4 6,Audi,A6,Audi A6 Diesel Avant S6 TDI 344 Quattro Black Ed 5Dr Tip Auto [c+s],56104.17
AUA630V645EDTA4 6,Audi,A6,Audi A6 Diesel Avant S6 TDI 344 Quattro Vorsprung 5Dr Tip Auto,67608.33
SKOC10SE 5HPTM  5,Skoda,Octavia,Skoda Octavia Hatchback 1.0 TSI SE 5Dr,18733.33
SKOC15SE 5HPTM  5,Skoda,Octavia,Skoda Octavia Hatchback 1.5 TSI SE 5Dr,19920.83
SKOC10SE 5EPTA  5,Skoda,Octavia,Skoda Octavia Estate 1.0 TSI E-tec SE 5Dr DSG,21258.33
SKOC10SE 5HPTA  5,Skoda,Octavia,Skoda Octavia Hatchback 1.0 TSI E-tec SE 5Dr DSG,20441.67
SKOC10SE 5EPTM  5,Skoda,Octavia,Skoda Octavia Estate 1.0 TSI SE 5Dr,19550
SKOC15SE 5EPTM  5,Skoda,Octavia,Skoda Octavia Estate 1.5 TSI SE 5Dr,20737.5
VWGO10LFE5EPTM  7,Volkswagen,Golf,Volkswagen Golf Estate 1.0 TSI Life 5Dr,21508.33
VWGO15LFE5EPTM  7,Volkswagen,Golf,Volkswagen Golf Estate 1.5 TSI Life 5Dr,22016.67
VWGO15LFE5EPTA  7,Volkswagen,Golf,Volkswagen Golf Estate 1.5 Etsi Life 5Dr DSG,23625
VWGO15LF15EPTM  7,Volkswagen,Golf,Volkswagen Golf Estate 1.5 TSI 150 Life 5Dr,22525
VWGO15LF15EPTA  7,Volkswagen,Golf,Volkswagen Golf Estate 1.5 Etsi 150 Life 5Dr DSG,24133.33
VWGO15STY5EPTM  7,Volkswagen,Golf,Volkswagen Golf Estate 1.5 TSI Style 5Dr,23529.17
VWGO15STY5EPTA  7,Volkswagen,Golf,Volkswagen Golf Estate 1.5 Etsi Style 5Dr DSG,25137.5
VWGO15ST55EPTM  7,Volkswagen,Golf,Volkswagen Golf Estate 1.5 TSI 150 Style 5Dr,24037.5
VWGO15ST55EPTA  7,Volkswagen,Golf,Volkswagen Golf Estate 1.5 Etsi 150 Style 5Dr DSG,25645.83
VWGO15R1L5EPTM  7,Volkswagen,Golf,Volkswagen Golf Estate 1.5 TSI 150 R-line 5Dr,24495.83
VWGO15R1L5EPTA  7,Volkswagen,Golf,Volkswagen Golf Estate 1.5 Etsi 150 R-line 5Dr DSG,26104.17
VWGO20LFE5EDTA  7,Volkswagen,Golf,Volkswagen Golf Diesel Estate 2.0 TDI Life 5Dr DSG,24129.17
VWGO20STY5EDTA  7,Volkswagen,Golf,Volkswagen Golf Diesel Estate 2.0 TDI Style 5Dr DSG,25641.67
VWGO20ST55EDTM  7,Volkswagen,Golf,Volkswagen Golf Diesel Estate 2.0 TDI 150 Style 5Dr,25391.67
VWGO20R1L5EDTM  7,Volkswagen,Golf,Volkswagen Golf Diesel Estate 2.0 TDI 150 R-line 5Dr,25850
VWGT20   5EDTA4 2,Volkswagen,Golf Alltrack,Volkswagen Golf Alltrack Diesel Estate 2.0 TDI 200 4Motion 5Dr DSG,31129.17
LEUX20PSE5HHIA,Lexus,UX,Lexus UX Hatchback 250h 2.0 5Dr CVT [premium Sport Edition],27711.67
LEUX20PSO5HHIA,Lexus,UX,Lexus UX Hatchback 250h 2.0 5Dr CVT [premium Sport Edition/sun],28336.67
LEUX2017W5HHIA,Lexus,UX,Lexus UX Hatchback 250h 2.0 5Dr CVT [17in/premium Pack/without Nav],27003.33
LEUX2017N5HHIA,Lexus,UX,Lexus UX Hatchback 250h 2.0 5Dr CVT [17in Alloys/premium Pack/nav],27711.67
PE5F12AVP5HPTA,Peugeot,508,Peugeot 508 Fastback 1.2 Puretech Active Premium 5Dr Eat8,23833.33
PE5F12AP 5HPTA,Peugeot,508,Peugeot 508 Fastback 1.2 Puretech Allure Premium 5Dr Eat8,25625
PE5F16AP 5HXTA,Peugeot,508,Peugeot 508 Fastback 1.6 Hybrid Allure Premium 5Dr E-eat8,30937.5
PE5F12GT 5HPTA,Peugeot,508,Peugeot 508 Fastback 1.2 Puretech GT 5Dr Eat8,26000
PE5F12GTR5HPTA,Peugeot,508,Peugeot 508 Fastback 1.2 Puretech GT Premium 5Dr Eat8,27833.33
PE5F16GTR5HXTA,Peugeot,508,Peugeot 508 Fastback 1.6 Hybrid GT Premium 5Dr E-eat8,33979.17
PE5F15AVP5HDTA,Peugeot,508,Peugeot 508 Diesel Fastback 1.5 Bluehdi Active Premium 5Dr Eat8,25491.67
PE5F15AP 5HDTA,Peugeot,508,Peugeot 508 Diesel Fastback 1.5 Bluehdi Allure Premium 5Dr Eat8,27283.33
PE5F15GT 5HDTA,Peugeot,508,Peugeot 508 Diesel Fastback 1.5 Bluehdi GT 5Dr Eat8,27658.33
PE5F15GTR5HDTA,Peugeot,508,Peugeot 508 Diesel Fastback 1.5 Bluehdi GT Premium 5Dr Eat8,29491.67
PE5012AVP5EPTA  2,Peugeot,508,Peugeot 508 SW Estate 1.2 Puretech Active Premium 5Dr Eat8,25166.67
PE5012AP 5EPTA  2,Peugeot,508,Peugeot 508 SW Estate 1.2 Puretech Allure Premium 5Dr Eat8,27083.33
PE5016AP 5EXTA  2,Peugeot,508,Peugeot 508 SW Estate 1.6 Hybrid Allure Premium 5Dr E-eat8,32395.83
PE5012GT 5EPTA  2,Peugeot,508,Peugeot 508 SW Estate 1.2 Puretech GT 5Dr Eat8,27458.33
PE5012GTR5EPTA  2,Peugeot,508,Peugeot 508 SW Estate 1.2 Puretech GT Premium 5Dr Eat8,29375
PE5016GTR5EXTA  2,Peugeot,508,Peugeot 508 SW Estate 1.6 Hybrid GT Premium 5Dr E-eat8,35520.83
PE5015AVP5EDTA  2,Peugeot,508,Peugeot 508 SW Diesel Estate 1.5 Bluehdi Active Premium 5Dr Eat8,26825
PE5015AP 5EDTA  2,Peugeot,508,Peugeot 508 SW Diesel Estate 1.5 Bluehdi Allure Premium 5Dr Eat8,28741.67
PE5015GT 5EDTA  2,Peugeot,508,Peugeot 508 SW Diesel Estate 1.5 Bluehdi GT 5Dr Eat8,29116.67
PE5015GTR5EDTA  2,Peugeot,508,Peugeot 508 SW Diesel Estate 1.5 Bluehdi GT Premium 5Dr Eat8,31000
VWGO15STY5HPTA  7,Volkswagen,Golf,Volkswagen Golf Hatchback 1.5 Etsi Style 5Dr DSG,24012.5
VWGO20GIC5HPTA  7,Volkswagen,Golf,Volkswagen Golf Hatchback 2.0 TSI 300 GTI Clubsport 5Dr DSG,32275
VWGO20R  5HPTA4 7,Volkswagen,Golf,Volkswagen Golf Hatchback 2.0 TSI 320 R 4Motion 5Dr DSG,33795.83
VWGO20LFE5HDTA  7,Volkswagen,Golf,Volkswagen Golf Diesel Hatchback 2.0 TDI Life 5Dr DSG,23004.17
SKSU202SL5HPTA4 3,Skoda,Superb,Skoda Superb Hatchback 2.0 TSI 280 Sport Line Plus 4x4 5Dr DSG,34691.67
SKSU20LK85HPTA4 3,Skoda,Superb,Skoda Superb Hatchback 2.0 TSI 280 Laurin + Klement 4x4 5Dr DSG,35145.83
SKSU202SL5EPTA4 3,Skoda,Superb,Skoda Superb Estate 2.0 TSI 280 Sport Line Plus 4x4 5Dr DSG,35758.33
SKSU20LK85EPTA4 3,Skoda,Superb,Skoda Superb Estate 2.0 TSI 280 Laurin + Klement 4x4 5Dr DSG,36212.5
SKOC20STE5EDTA  5,Skoda,Octavia,Skoda Octavia Diesel Estate 2.0 TDI SE Technology 5Dr DSG,23025
SKOC20STE5HDTA  5,Skoda,Octavia,Skoda Octavia Diesel Hatchback 2.0 TDI SE Technology 5Dr DSG,22208.33
SKOC15SEL5EPTA  5,Skoda,Octavia,Skoda Octavia Estate 1.5 TSI E-tec SE L 5Dr DSG,24750
SKOC20VRS5EPTM  5,Skoda,Octavia,Skoda Octavia Estate 2.0 TSI vRS 5Dr,28008.33
SKOC15SEL5HPTA  5,Skoda,Octavia,Skoda Octavia Hatchback 1.5 TSI E-tec SE L 5Dr DSG,23850
SKOC20VRS5HPTM  5,Skoda,Octavia,Skoda Octavia Hatchback 2.0 TSI vRS 5Dr,26983.33
SKKA109SD5HPTM,Skoda,Kamiq,Skoda Kamiq Hatchback 1.0 TSI 95 SE Drive 5Dr,18104.17
SKKA101SD5HPTM,Skoda,Kamiq,Skoda Kamiq Hatchback 1.0 TSI 110 SE Drive 5Dr,18733.33
SKKA101SD5HPTA,Skoda,Kamiq,Skoda Kamiq Hatchback 1.0 TSI 110 SE Drive 5Dr DSG,19816.67
SKKA15SER5HPTM,Skoda,Kamiq,Skoda Kamiq Hatchback 1.5 TSI SE Drive 5Dr,19937.5
SKKA15SER5HPTA,Skoda,Kamiq,Skoda Kamiq Hatchback 1.5 TSI SE Drive 5Dr DSG,21020.83
PE5F16SPG5HXTA4,Peugeot,508,Peugeot 508 Fastback 1.6 Hybrid4 Sport Engineered 5Dr E-eat8,44883.33
PE5016SPG5EXTA4 2,Peugeot,508,Peugeot 508 SW Estate 1.6 Hybrid4 Sport Engineered 5Dr E-eat8,46383.33
VAVL00E1T5EE A,Vauxhall,Vivaro Life,Vauxhall Vivaro-e Life Electric Estate 100kW Elite L 50kWh 5Dr Auto [11kwch],40891.67
DASA10ESS5HBTM  2,Dacia,Sandero,Dacia Sandero Hatchback 1.0 TCe Bi-fuel Essential 5Dr,9554.17
DASA10COM5HPTM  2,Dacia,Sandero,Dacia Sandero Hatchback 1.0 TCe Comfort 5Dr,10629.17
DASA10COM5HPTA  2,Dacia,Sandero,Dacia Sandero Hatchback 1.0 TCe Comfort 5Dr CVT,11845.83
DASA10COM5HBTM  2,Dacia,Sandero,Dacia Sandero Hatchback 1.0 TCe Bi-fuel Comfort 5Dr,10637.5
AUA530SO32CDTA4 3,Audi,A5,Audi A5 Diesel Coupe S5 TDI 341 Quattro Vorsprung 2Dr Tiptronic,54966.67
AUA530S542CDTA4 3,Audi,A5,Audi A5 Diesel Coupe S5 TDI 341 Quattro 2Dr Tiptronic,44466.67
AUA530SC32CDTA4 3,Audi,A5,Audi A5 Diesel Coupe S5 TDI 341 Quattro 2Dr Tiptronic [comfort+sound],45629.17
AUA530SV35HDTA4 3,Audi,A5,Audi A5 Diesel Sportback S5 TDI 341 Quattro Vorsprung 5Dr Tiptronic,54966.67
AUA530S545HDTA4 3,Audi,A5,Audi A5 Diesel Sportback S5 TDI 341 Quattro 5Dr Tiptronic,44466.67
AUA530SC35HDTA4 3,Audi,A5,Audi A5 Diesel Sportback S5 TDI 341 Quattro 5Dr Tiptronic [comfort+sound],45629.17
AUA430S415EDTA4 7,Audi,A4,Audi A4 Diesel Avant S4 TDI 341 Quattro 5Dr Tiptronic,41141.67
AUA430SC15EDTA4 7,Audi,A4,Audi A4 Diesel Avant S4 TDI 341 Quattro 5Dr Tiptronic [comfort+sound],42304.17
AUA430SV15EDTA4 7,Audi,A4,Audi A4 Diesel Avant S4 TDI 341 Quattro Vorsprung 5Dr Tiptronic,49141.67
AUA430S1B5EDTA4 7,Audi,A4,Audi A4 Diesel Avant S4 TDI 341 Quattro Black Edition 5Dr Tiptronic,42391.67
AUA4301BC5EDTA4 7,Audi,A4,Audi A4 Diesel Avant S4 TDI 341 Quattro Black Ed 5Dr Tiptronic [c+s],43554.17
AUA430S414SDTA4 7,Audi,A4,Audi A4 Diesel Saloon S4 TDI 341 Quattro 4Dr Tiptronic,39975
AUA430SC14SDTA4 7,Audi,A4,Audi A4 Diesel Saloon S4 TDI 341 Quattro 4Dr Tiptronic [comfort+sound],41137.5
AUA430SV14SDTA4 7,Audi,A4,Audi A4 Diesel Saloon S4 TDI 341 Quattro Vorsprung 4Dr Tiptronic,47975
AUA430S1B4SDTA4 7,Audi,A4,Audi A4 Diesel Saloon S4 TDI 341 Quattro Black Edition 4Dr Tiptronic,41225
AUA4301BC4SDTA4 7,Audi,A4,Audi A4 Diesel Saloon S4 TDI 341 Quattro Black Ed 4Dr Tiptronic [c+s],42387.5
MACX208SE5HPSM,Mazda,Cx-30,Mazda Cx-30 Hatchback 2.0 E-skyactiv X Mhev Se-l Lux 5Dr,23133.33
MACX208SE5HPSA,Mazda,Cx-30,Mazda Cx-30 Hatchback 2.0 E-skyactiv X Mhev Se-l Lux 5Dr Auto,24383.33
MACX208SX5HPSM,Mazda,Cx-30,Mazda Cx-30 Hatchback 2.0 E-skyactiv X Mhev Sport Lux 5Dr,24383.33
MACX208SX5HPSA,Mazda,Cx-30,Mazda Cx-30 Hatchback 2.0 E-skyactiv X Mhev Sport Lux 5Dr Auto,25633.33
MACX208GS5HPSM,Mazda,Cx-30,Mazda Cx-30 Hatchback 2.0 E-skyactiv X Mhev GT Sport 5Dr,25975
MACX208GS5HPSA,Mazda,Cx-30,Mazda Cx-30 Hatchback 2.0 E-skyactiv X Mhev GT Sport 5Dr Auto,27225
MACX208GS5HPSM4,Mazda,Cx-30,Mazda Cx-30 Hatchback 2.0 E-skyactiv X Mhev GT Sport 5Dr AWD,27808.33
MACX208GS5HPSA4,Mazda,Cx-30,Mazda Cx-30 Hatchback 2.0 E-skyactiv X Mhev GT Sport 5Dr Auto AWD,29058.33
MACX208GT5HPSM,Mazda,Cx-30,Mazda Cx-30 Hatchback 2.0 E-skyactiv X Mhev GT Sport Tech 5Dr,26725
MACX208GT5HPSA,Mazda,Cx-30,Mazda Cx-30 Hatchback 2.0 E-skyactiv X Mhev GT Sport Tech 5Dr Auto,27975
MACX208GT5HPSM4,Mazda,Cx-30,Mazda Cx-30 Hatchback 2.0 E-skyactiv X Mhev GT Sport Tech 5Dr AWD,28558.33
MACX208GT5HPSA4,Mazda,Cx-30,Mazda Cx-30 Hatchback 2.0 E-skyactiv X Mhev GT Sport Tech 5Dr Auto AWD,29808.33
AUQ220SQ25EPTA4 1,Audi,Q2,Audi Q2 Estate SQ2 Quattro 5Dr S Tronic,32533.33
AUQ220Q2S5EPTA4 1,Audi,Q2,Audi Q2 Estate SQ2 Quattro 5Dr S Tronic [c+s Pack],33362.5
AUQ220SQB5EPTA4 1,Audi,Q2,Audi Q2 Estate SQ2 Quattro Black Edition 5Dr S Tronic,34362.5
AUQ220SCE5EPTA4 1,Audi,Q2,Audi Q2 Estate SQ2 Quattro Black Edition 5Dr S Tronic [c+s Pack],35191.67
AUQ220SVO5EPTA4 1,Audi,Q2,Audi Q2 Estate SQ2 Quattro Vorsprung 5Dr S Tronic,37950
AUQS20SCS5EPTA4,Audi,Q5,Audi Q5 Sportback 45 Tfsi Quattro Sport 5Dr S Tronic [c+s],40629.17
AUQS20SLC5EPTA4,Audi,Q5,Audi Q5 Sportback 45 Tfsi Quattro S Line 5Dr S Tronic [c+s],42754.17
AUQS20EDC5EPTA4,Audi,Q5,Audi Q5 Sportback Special Editions 45 Tfsi Quattro Edition 1 5Dr S Tronic [c+s],46504.17
AUQS20SCS5EDTA4,Audi,Q5,Audi Q5 Diesel Sportback 40 TDI Quattro Sport 5Dr S Tronic [c+s],40433.33
AUQS20SLC5EDTA4,Audi,Q5,Audi Q5 Diesel Sportback 40 TDI Quattro S Line 5Dr S Tronic [c+s],42558.33
AUQS20EDC5EDTA4,Audi,Q5,Audi Q5 Sportback Special Editions 40 TDI Quattro Edition 1 5Dr S Tronic [c+s],46308.33
AUQS30SQC5EDTA4,Audi,Q5,Audi Q5 Diesel Sportback SQ5 TDI Quattro 5Dr Tiptronic [c+s],51004.17
VWCY15   5EPTM,Volkswagen,Caddy,Volkswagen Caddy Estate 1.5 TSI 5Dr,20585
VWCY15LIF5EPTA,Volkswagen,Caddy,Volkswagen Caddy Estate 1.5 TSI Life 5Dr DSG,24550
VWCY20   5EDTM,Volkswagen,Caddy,Volkswagen Caddy Diesel Estate 2.0 TDI 5Dr,21970
VWCY20   5EDTA,Volkswagen,Caddy,Volkswagen Caddy Diesel Estate 2.0 TDI 122 5Dr DSG,24710
VWCY20LIF5EDTM,Volkswagen,Caddy,Volkswagen Caddy Diesel Estate 2.0 TDI Life 5Dr,24160
VWCY202LI5EDTM,Volkswagen,Caddy,Volkswagen Caddy Diesel Estate 2.0 TDI 122 Life 5Dr,25125
VWCY202LI5EDTA,Volkswagen,Caddy,Volkswagen Caddy Diesel Estate 2.0 TDI 122 Life 5Dr DSG,26900
VWCI15   5EPTM,Volkswagen,Caddy Maxi,Volkswagen Caddy Maxi Estate 1.5 TSI 5Dr,21730
VWCI15LIF5EPTA,Volkswagen,Caddy Maxi,Volkswagen Caddy Maxi Estate 1.5 TSI Life 5Dr DSG,25695
VWCI20   5EDTM,Volkswagen,Caddy Maxi,Volkswagen Caddy Maxi Diesel Estate 2.0 TDI 5Dr,23115
VWCI20   5EDTA,Volkswagen,Caddy Maxi,Volkswagen Caddy Maxi Diesel Estate 2.0 TDI 122 5Dr DSG,25855
VWCI20LIF5EDTM,Volkswagen,Caddy Maxi,Volkswagen Caddy Maxi Diesel Estate 2.0 TDI Life 5Dr,25305
VWCI202LI5EDTM,Volkswagen,Caddy Maxi,Volkswagen Caddy Maxi Diesel Estate 2.0 TDI 122 Life 5Dr,26270
VWCI202LI5EDTA,Volkswagen,Caddy Maxi,Volkswagen Caddy Maxi Diesel Estate 2.0 TDI 122 Life 5Dr DSG,28045
NMZS10EXC5HPTM  1,MG,ZS,MG ZS Hatchback 1.0T GDi Exclusive 5Dr,16811.25
